"Environment and Climate Change Canada"
"Monthly Values for December - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","1.2","0",NA,"11.7","0","-14.7","0","",,NA,"133.1","0",NA,"0.0","16","",,NA,"521.8","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","0.0","0",NA,"10.5","0","-14.4","0","",,NA,"",,NA,"","","",,NA,"558.1","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","1.4","0",NA,"12.6","0","-15.1","0","",,NA,"124.8","0",NA,"2.0","17","",,NA,"514.5","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-1.9","0",NA,"12.8","0","-17.7","0","",,NA,"89.3","0",NA,"","18","",,NA,"617.4","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","",,"","",,"-17.0","8","0.0","8",NA,"0.0","8",NA,"","0","","",NA,"","","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-1.3","0",NA,"15.2","0","-11.1","0","",,NA,"152.2","0",NA,"6.0","22","",,NA,"596.9","0.0","8200827"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","-3.5","0",NA,"12.5","0","-21.1","0","",,NA,"140.8","0",NA,"4.0","16","",,NA,"665.0","0.0","8201001"
"DEBERT","45.417","-63.467","NS","-4.2","1",NA,"11.5","1","-27.8","0","",,NA,"108.8","1",NA,"0.0","14","",,NA,"666.6","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-0.9","0",NA,"10.2","0","-13.3","0","",,NA,"161.8","0",NA,"1.0","22","",,NA,"584.7","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-1.9","0","0.0","14.9","0","-17.5","0","43.1","0","69.0","112.9","0","100.0","0.0","16","",,NA,"616.6","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-2.9","0",NA,"11.3","0","-17.1","0","87.8","0",NA,"183.5","0",NA,"","15","",,NA,"647.7","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","0.0","0",NA,"12.2","0","-15.0","0","",,NA,"",,NA,"","","",,NA,"558.5","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-1.4","1",NA,"13.9","1","-13.0","0","",,NA,"267.2","1",NA,"17.0","22","",,NA,"583.3","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","-2.5","0",NA,"12.2","0","-18.1","0","",,NA,"",,NA,"0.0","","",,NA,"637.0","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-2.3","0",NA,"13.8","0","-17.5","0","",,NA,"89.8","0",NA,"0.0","12","",,NA,"629.4","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-1.3","14",NA,"12.5","14","-16.0","14","14.0","14",NA,"96.7","14",NA,"","7","","",NA,"328.6","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","-2.4","6","0.1","13.0","6","-21.0","6","52.0","5",NA,"108.4","5",NA,"","16","","",NA,"510.1","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","-2.7","0","-0.3","12.0","0","-24.5","0","44.0","0","138.0","113.0","0","88.0","","15","","",NA,"642.5","0.0","8203535"
