"Environment and Climate Change Canada"
"Monthly Values for April - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","4.6","0",NA,"11.7","0","-2.5","0","",,NA,"64.6","0",NA,"","9","",,NA,"403.3","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","3.3","2",NA,"13.8","2","-4.2","0","",,NA,"",,NA,"","","",,NA,"412.0","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","5.6","0",NA,"14.6","0","-1.4","0","",,NA,"61.8","0",NA,"","9","",,NA,"372.8","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","3.9","0",NA,"19.8","0","-5.3","0","",,NA,"40.9","0",NA,"","8","",,NA,"422.3","0.0","8200774"
"CHETICAMP CS","46.645","-60.947","NS","4.0","0",NA,"25.1","0","-7.7","0","",,NA,"66.8","0",NA,"","10","",,NA,"422.2","0.7","8200827"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","4.3","1",NA,"24.0","1","-8.4","0","",,NA,"51.7","1",NA,"","7","",,NA,"397.1","0.0","8201001"
"DEBERT","45.417","-63.467","NS","4.9","1",NA,"19.7","1","-10.4","0","",,NA,"31.7","1",NA,"","8","",,NA,"380.2","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","4.6","1",NA,"20.5","1","-5.9","0","",,NA,"41.8","1",NA,"","5","",,NA,"388.2","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","7.1","0","1.8","22.4","0","-7.0","0","4.0","0","26.0","25.2","0","30.0","0.0","10","",,NA,"327.1","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","5.2","0",NA,"23.1","0","-8.0","0","8.8","0",NA,"91.0","0",NA,"","8","",,NA,"383.2","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","3.9","0",NA,"16.6","0","-3.4","0","",,NA,"",,NA,"","","",,NA,"423.7","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","3.5","1",NA,"23.5","1","-7.9","0","",,NA,"48.4","1",NA,"","6","",,NA,"421.7","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","7.0","1",NA,"25.8","1","-6.8","0","",,NA,"73.8","1",NA,"","10","",,NA,"317.8","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","6.4","0",NA,"20.6","0","-6.7","0","",,NA,"27.3","0",NA,"","7","",,NA,"347.1","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","4.9","5",NA,"20.0","5","-7.0","5","0.0","5",NA,"62.5","5",NA,"0.0","5","","",NA,"327.9","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","5.2","3","1.1","23.0","3","-6.0","3","4.6","3",NA,"39.6","3",NA,"","7","","",NA,"345.0","0.0","8203230"
"NAPPAN AUTO","45.760","-64.241","NS","5.1","1",NA,"21.7","1","-7.8","0","",,NA,"34.9","1",NA,"","8","",,NA,"373.0","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"",,NA,"130.0","","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","5.0","0",NA,"23.5","0","-10.5","0","",,NA,"45.8","0",NA,"","8","",,NA,"391.1","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","4.7","1",NA,"19.3","1","-9.3","0","",,NA,"39.1","1",NA,"","8","",,NA,"384.8","0.0","8204402"
