"Environment and Climate Change Canada"
"Monthly Values for January - 2013"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","-1.8","1",NA,"9.8","1","-14.8","1","",,NA,"38.5","1",NA,"","9","",,NA,"594.6","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-4.3","0",NA,"8.1","0","-18.7","0","",,NA,"",,NA,"","","",,NA,"690.6","0.0","8200558"
"BERWICK","45.083","-64.733","NS","-3.8","16",NA,"15.0","16","-19.0","16","0.0","16",NA,"6.0","16",NA,"","3","","",NA,"327.0","0.0","8200578"
"BRIDGEWATER","44.400","-64.550","NS","-4.3","0","0.9","13.0","0","-24.0","0","28.0","0","49.0","45.2","0","31.0","0.0","10","","",NA,"691.9","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","-1.7","0",NA,"11.2","0","-14.2","0","",,NA,"16.9","13",NA,"","4","",,NA,"611.8","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-6.7","0",NA,"13.7","0","-20.8","0","",,NA,"28.6","0",NA,"","8","",,NA,"764.2","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","-1.1","6","0.8","9.5","6","-12.5","6","0.0","6",NA,"0.0","6",NA,"","0","","",NA,"477.7","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-4.3","0",NA,"16.7","0","-16.7","0","",,NA,"62.0","1",NA,"","19","",,NA,"692.7","0.0","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"41.8","1",NA,"55.5","1",NA,"0.0","17","","",NA,"","","8200830"
"COLLEGEVILLE","45.483","-62.017","NS","-5.9","1","0.6","10.0","1","-21.0","1","32.4","1",NA,"40.8","1",NA,"","9","","",NA,"715.5","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-8.8","0",NA,"12.8","0","-27.8","0","",,NA,"38.9","0",NA,"","12","",,NA,"832.1","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-4.9","0",NA,"10.5","0","-17.8","0","",,NA,"34.0","2",NA,"2.0","10","",,NA,"708.6","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-6.0","0","-0.4","16.1","0","-23.0","0","52.2","0","66.0","54.0","0","53.0","1.0","13","",,NA,"743.5","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-7.1","9",NA,"9.1","9","-19.8","9","17.1","9",NA,"20.8","9",NA,"","5","",,NA,"552.4","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","-4.6","0",NA,"10.4","0","-19.9","0","",,NA,"",,NA,"","","",,NA,"699.7","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-4.3","0",NA,"16.1","0","-17.4","0","",,NA,"51.5","0",NA,"","17","",,NA,"692.0","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","-5.7","0",NA,"14.0","0","-20.9","0","",,NA,"86.7","13",NA,"","11","",,NA,"734.5","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-5.4","0",NA,"15.7","0","-17.9","0","",,NA,"40.4","0",NA,"","12","",,NA,"726.9","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-5.9","5",NA,"10.0","5","-20.0","5","13.0","5",NA,"27.8","5",NA,"","8","","",NA,"621.1","0.0","8202896"
