"Environment and Climate Change Canada"
"Monthly Values for May - 2014"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","7.8","0",NA,"13.5","0","1.6","0","",,NA,"84.2","0",NA,"","8","",,NA,"316.1","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","6.2","0",NA,"13.9","0","0.7","0","",,NA,"",,NA,"","","",,NA,"364.3","0.0","8200558"
"BRIDGEWATER","44.400","-64.550","NS","10.3","1","-0.2","24.0","1","-1.0","1","0.0","1",NA,"54.7","1",NA,"","11","","",NA,"229.7","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","8.5","0",NA,"16.6","0","3.1","0","",,NA,"61.8","0",NA,"","9","",,NA,"295.7","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","7.8","0",NA,"22.5","0","-0.2","0","",,NA,"51.6","0",NA,"","10","",,NA,"316.8","0.0","8200774"
"CHETICAMP CS","46.645","-60.947","NS","8.5","4",NA,"24.7","3","-3.2","3","",,NA,"56.8","4",NA,"","10","",,NA,"255.9","0.0","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","8.6","1","-0.7","26.0","1","-3.0","1","0.0","1",NA,"0.0","1",NA,"","0","","",NA,"280.8","0.0","8201000"
"DEBERT","45.417","-63.467","NS","8.5","0",NA,"25.2","0","-4.0","0","",,NA,"53.8","0",NA,"","9","",,NA,"295.8","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","8.3","2",NA,"20.9","1","-1.5","1","",,NA,"38.9","13",NA,"","8","",,NA,"282.0","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","10.6","0","-0.6","24.6","0","-2.0","0","0.0","0","0.0","33.8","0","40.0","0.0","10","",,NA,"230.5","0.4","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","9.3","0",NA,"22.7","0","-0.7","0","0.0","0",NA,"31.9","0",NA,"","6","",,NA,"270.1","0.0","8202251"
