"Environment and Climate Change Canada"
"Monthly Values for March - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","1.9","0",NA,"12.0","0","-8.7","0","",,NA,"159.0","0",NA,"0.0","12","",,NA,"499.8","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-0.1","0",NA,"8.1","0","-10.6","0","",,NA,"",,NA,"","","",,NA,"562.5","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","1.8","0",NA,"12.1","0","-10.0","0","",,NA,"96.0","1",NA,"0.0","12","",,NA,"501.6","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-1.4","0",NA,"11.4","0","-14.2","0","",,NA,"77.2","0",NA,"0.0","13","",,NA,"600.8","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","",,"","",,"-12.0","3","0.0","3",NA,"0.0","3",NA,"","0","","",NA,"","","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-2.3","0",NA,"12.9","0","-12.9","0","",,NA,"130.1","0",NA,"5.0","17","",,NA,"628.8","0.0","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","-1.9","0","0.2","15.0","0","-18.0","0","0.0","0","0.0","0.0","0","0.0","","0","","",NA,"617.4","0.0","8201000"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","-3.0","0",NA,"14.6","0","-21.3","0","",,NA,"113.2","0",NA,"1.0","15","",,NA,"649.5","0.0","8201001"
"DEBERT","45.417","-63.467","NS","-2.2","0",NA,"12.6","0","-15.4","0","",,NA,"94.3","0",NA,"0.0","13","",,NA,"626.1","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-1.5","0",NA,"9.9","0","-11.8","0","",,NA,"112.4","0",NA,"0.0","13","",,NA,"604.9","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","0.3","0","1.0","18.6","0","-12.5","0","20.2","0","47.0","93.8","0","99.0","0.0","14","",,NA,"548.0","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-1.0","0",NA,"17.1","0","-12.6","0","47.2","0",NA,"145.2","0",NA,"","13","",,NA,"589.1","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","-0.6","0",NA,"7.9","0","-11.7","0","",,NA,"",,NA,"","","",,NA,"578.0","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-2.3","2",NA,"12.4","2","-13.0","0","",,NA,"111.2","2",NA,"","14","",,NA,"588.2","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","0.0","1",NA,"17.4","1","-13.9","0","",,NA,"146.1","1",NA,"","16","",,NA,"539.8","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-0.5","0",NA,"17.8","0","-12.9","0","",,NA,"90.1","0",NA,"0.0","14","",,NA,"572.5","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-0.8","9",NA,"9.5","9","-13.0","9","33.0","9",NA,"133.3","9",NA,"","12","","",NA,"412.7","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","-1.2","1","0.5","13.0","1","-15.0","1","56.3","1",NA,"95.3","1",NA,"0.0","16","","",NA,"576.1","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","-0.6","0","0.7","17.5","0","-16.0","0","39.0","0","124.0","108.2","0","87.0","","12","","",NA,"576.3","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","-2.1","0",NA,"13.6","0","-15.1","0","",,NA,"88.3","0",NA,"2.0","14","",,NA,"622.0","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"97.7","0",NA,"102.0","16","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","-1.4","0",NA,"17.6","0","-16.2","0","",,NA,"103.6","0",NA,"","13","",,NA,"601.5","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","-1.8","0",NA,"14.5","0","-16.5","0","",,NA,"102.3","0",NA,"0.0","14","",,NA,"612.4","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","0.2","13","1.6","18.5","13","-8.5","13","6.2","13",NA,"81.2","13",NA,"0.0","10","","",NA,"319.6","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","-2.6","1",NA,"11.0","1","-14.9","1","",,NA,"98.0","1",NA,"","12","",,NA,"617.0","0.0","8204495"
"SABLE ISLAND","43.932","-60.009","NS","1.9","1",NA,"10.5","1","-5.0","0","",,NA,"101.0","1",NA,"","12","",,NA,"484.1","0.0","8204700"
"SABLE ISLAND A","43.946","-59.960","NS","1.6","5",NA,"10.2","5","-7.6","5","",,NA,"73.1","5",NA,"","9","",,NA,"426.6","0.0","8204703"
"ST MARGARET'S BAY","44.700","-63.900","NS","-0.5","0","0.6","15.0","0","-15.0","0","5.0","0","20.0","124.2","0","92.0","0.0","12","","",NA,"574.4","0.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","-3.1","7",NA,"8.4","4","-10.3","5","",,NA,"",,NA,"","","",,NA,"505.3","0.0","8204909"
