"Environment and Climate Change Canada"
"Monthly Values for December - 2005"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ANNAPOLIS ROYAL","44.750","-65.517","NS","-0.4","0","0.7","15.0","0","-12.0","0","74.0","2",NA,"153.4","2",NA,"","15","","",NA,"569.7","0.0","8200100"
"AVONDALE","45.017","-64.117","NS","-1.1","0",NA,"13.0","0","-13.0","0","57.6","16",NA,"78.8","16",NA,"","4","","",NA,"592.7","0.0","8200210"
"BACCARO POINT","43.449","-65.471","NS","2.1","0",NA,"12.1","0","-7.1","0","",,NA,"",,NA,"","","","",NA,"493.0","0.0","8200254"
"BADDECK BELL","46.100","-60.750","NS","-0.1","0",NA,"13.0","0","-12.0","0","65.2","0",NA,"171.2","0",NA,"0.0","15","","",NA,"560.8","0.0","8200301"
"BEAR RIVER","44.567","-65.633","NS","",,NA,"",,"",,"56.4","6",NA,"153.6","9",NA,"","11","","",NA,"","","8200500"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","1.1","0",NA,"10.4","0","-8.2","0","",,NA,"",,NA,"","","",,NA,"522.7","0.0","8200558"
"BERWICK","45.083","-64.733","NS","-1.7","2",NA,"14.0","0","-20.0","2","41.0","2",NA,"83.4","4",NA,"","11","","",NA,"572.1","0.0","8200578"
"BRIDGETOWN","44.833","-65.300","NS","",,NA,"",,"",,"72.0","0",NA,"139.8","0",NA,"","16","","",NA,"","","8200596"
"BRIDGEWATER","44.400","-64.550","NS","-0.7","0","1.0","13.0","0","-14.0","0","44.4","1",NA,"121.4","1",NA,"0.0","16","","",NA,"580.2","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","2.2","3",NA,"13.1","2","-6.5","2","",,NA,"121.4","1",NA,"","8","",,NA,"442.5","0.0","8200604"
