"Environment and Climate Change Canada"
"Monthly Values for January - 2012"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","0.6","0",NA,"9.6","0","-12.1","0","",,NA,"100.1","0",NA,"","13","",,NA,"538.4","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-1.2","0",NA,"9.6","0","-14.4","0","",,NA,"",,NA,"","","",,NA,"594.3","0.0","8200558"
"BRIDGETOWN","44.833","-65.300","NS","",,NA,"",,"",,"50.0","0",NA,"81.6","0",NA,"","19","","",NA,"","","8200596"
"BRIER ISLAND","44.286","-66.347","NS","0.0","0",NA,"10.2","0","-11.7","0","",,NA,"101.2","5",NA,"","13","",,NA,"556.7","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-3.0","0",NA,"11.1","0","-13.7","0","",,NA,"41.2","1",NA,"4.0","9","",,NA,"650.1","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","-0.1","2","1.8","10.5","2","-14.0","2","0.0","2",NA,"76.0","2",NA,"","9","","",NA,"525.4","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-1.4","0",NA,"13.7","0","-8.8","0","",,NA,"82.6","2",NA,"9.0","16","",,NA,"600.5","0.0","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"23.2","1",NA,"38.8","1",NA,"4.0","13","","",NA,"","","8200830"
"COLLEGEVILLE","45.483","-62.017","NS","-4.2","0","2.3","12.0","0","-18.0","0","32.2","0","67.0","76.6","0","69.0","","16","","",NA,"687.3","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-5.1","0",NA,"10.7","0","-19.6","0","",,NA,"76.0","1",NA,"5.0","12","",,NA,"715.0","0.0","8201390"
