"Environment and Climate Change Canada"
"Monthly Values for January - 2009"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ANTIGONISH SNOW","45.617","-61.900","NS","",,NA,"",,"",,"87.9","0",NA,"123.4","0",NA,"35.0","11","","",NA,"","","8200152"
"BACCARO PT","43.451","-65.472","NS","-3.0","0",NA,"8.8","0","-15.8","0","",,NA,"96.9","0",NA,"","12","",,NA,"651.0","0.0","8200255"
"BADDECK BELL","46.100","-60.750","NS","-8.0","2",NA,"7.5","2","-22.5","2","59.8","2",NA,"70.8","2",NA,"22.0","11","","",NA,"755.1","0.0","8200301"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-4.8","0",NA,"7.4","0","-19.9","0","",,NA,"",,NA,"","","",,NA,"707.8","0.0","8200558"
"BRIDGETOWN","44.833","-65.300","NS","",,NA,"",,"",,"98.0","0",NA,"133.2","0",NA,"","15","","",NA,"","","8200596"
"BRIDGEWATER","44.400","-64.550","NS","-6.3","0","-1.1","9.0","0","-25.5","0","31.0","0","54.0","110.0","0","77.0","8.0","10","","",NA,"754.2","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","-2.2","0",NA,"9.8","0","-13.7","0","",,NA,"70.1","0",NA,"","10","",,NA,"625.7","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-8.2","0",NA,"8.4","0","-23.6","0","58.0","22",NA,"70.4","0",NA,"14.0","13","",,NA,"813.2","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","-3.9","2","-2.0","9.5","2","-18.5","2","5.0","2",NA,"5.0","2",NA,"","1","","",NA,"636.4","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-6.5","0",NA,"12.2","0","-19.7","0","68.0","17",NA,"107.4","0",NA,"28.0","15","",,NA,"758.0","0.0","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","-10.3","0","-3.9","2.0","0","-29.0","0","23.4","0","49.0","31.0","0","28.0","0.0","7","","",NA,"877.7","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-10.2","0",NA,"7.8","0","-31.1","0","",,NA,"155.0","2",NA,"24.0","25","",,NA,"872.7","0.0","8201390"
"DEMING","45.216","-61.178","NS","-5.4","0","-1.4","7.0","0","-20.0","0","29.0","0","95.0","104.6","0","90.0","4.0","13","","",NA,"725.8","0.0","8201410"
"GREENWOOD A","44.983","-64.917","NS","-7.2","0","-1.7","9.8","0","-23.0","0","110.2","0","140.0","97.1","0","95.0","37.0","13","",,NA,"782.4","0.0","8202000"
"HALIFAX STANFIELD INT'L A","44.883","-63.517","NS","-7.7","0","-1.8","8.3","0","-23.7","0","90.0","0","154.0","128.1","0","95.0","10.0","14","",,NA,"796.8","0.0","8202250"
"HART ISLAND (AUT)","45.350","-60.983","NS","-5.6","0",NA,"7.8","0","-19.2","0","",,NA,"",,NA,"","","",,NA,"731.6","0.0","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","-7.3","0",NA,"9.1","0","-22.3","0","101.0","20",NA,"172.5","0",NA,"58.0","17","",,NA,"782.8","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","-7.4","0",NA,"8.0","0","-22.6","0","",,NA,"135.3","2",NA,"20.0","14","",,NA,"788.7","0.0","8202592"
"KENTVILLE CDA","45.067","-64.483","NS","","","","","","","","","",NA,"","",NA,"","","0.0","30.9583333333333333333333333333333333333",NA,"","","8202800"
"KENTVILLE CDA CS","45.067","-64.483","NS","-7.6","0",NA,"9.0","0","-26.2","0","75.0","19",NA,"82.1","0",NA,"30.0","11","",,NA,"795.1","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-9.1","16",NA,"6.0","16","-24.0","16","13.7","16",NA,"54.5","16",NA,"0.0","5","","",NA,"406.2","0.0","8202896"
"LOUISBOURG","45.900","-60.000","NS","-6.8","1","-1.8","6.5","1","-22.5","1","43.7","1",NA,"144.6","1",NA,"","13","0.0","30.9583333333333333333333333333333333333",NA,"742.8","0.0","8203161"
