"Environment and Climate Change Canada"
"Monthly Values for June - 2009"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","11.6","0",NA,"17.2","0","5.3","0","",,NA,"107.1","0",NA,"","11","",,NA,"191.1","0.0","8200255"
"BADDECK BELL","46.100","-60.750","NS","14.1","0",NA,"27.5","0","3.5","0","0.0","0",NA,"133.6","0",NA,"0.0","12","","",NA,"125.2","9.2","8200301"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","12.1","0",NA,"18.6","0","7.1","0","",,NA,"",,NA,"","","",,NA,"176.9","0.0","8200558"
"BERWICK","45.083","-64.733","NS","16.4","4",NA,"29.0","4","1.5","4","0.0","4",NA,"46.6","4",NA,"","9","","",NA,"60.0","19.0","8200578"
"BRIDGETOWN","44.833","-65.300","NS","",,NA,"",,"",,"0.0","4",NA,"60.8","4",NA,"","13","","",NA,"","","8200596"
"BRIDGEWATER","44.400","-64.550","NS","15.4","0","-0.1","27.0","0","2.0","0","0.0","0",NA,"141.4","0","136.0","","12","","",NA,"84.8","8.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","14.7","0",NA,"23.6","0","7.6","0","",,NA,"73.7","0",NA,"","13","",,NA,"100.5","0.5","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","14.5","0",NA,"26.9","0","7.7","0","",,NA,"61.9","0",NA,"","8","",,NA,"110.1","4.3","8200774"
"CHARLESVILLE","43.583","-65.783","NS","12.2","0","-0.5","24.5","0","1.0","0","0.0","0",NA,"0.0","0","0.0","","0","","",NA,"174.3","1.5","8200810"
"CHETICAMP CS","46.645","-60.947","NS","15.4","0",NA,"27.7","0","2.9","0","",,NA,"62.7","0",NA,"","8","",,NA,"98.4","20.6","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","14.8","0","0.6","28.0","0","0.0","0","0.0","0",NA,"84.6","0","83.0","0.0","12","","",NA,"109.1","14.1","8201000"
"DEBERT","45.417","-63.467","NS","15.5","0",NA,"27.1","0","1.5","0","",,NA,"96.2","0",NA,"","10","",,NA,"97.2","21.9","8201390"
"DEMING","45.216","-61.178","NS","12.2","0","1.1","20.0","0","5.0","0","0.0","0",NA,"131.0","0","130.0","0.0","12","","",NA,"175.0","0.0","8201410"
"GREENWOOD A","44.983","-64.917","NS","16.8","0","0.6","27.4","0","4.4","0","0.0","0",NA,"55.4","0","68.0","0.0","13","",,NA,"58.7","23.0","8202000"
"HALIFAX STANFIELD INT'L A","44.880","-63.500","NS","15.6","0","0.5","28.9","0","5.8","0","0.0","0",NA,"149.3","0","155.0","0.0","11","",,NA,"81.6","9.8","8202250"
"HART ISLAND (AUT)","45.350","-60.983","NS","12.5","0",NA,"23.3","0","5.7","0","",,NA,"",,NA,"","","",,NA,"166.4","0.0","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","13.4","0",NA,"25.0","0","3.2","0","",,NA,"199.8","0",NA,"","12","",,NA,"139.1","0.9","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","15.8","0",NA,"26.8","0","5.2","0","",,NA,"161.4","0",NA,"","13","",,NA,"76.2","10.2","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","16.4","0",NA,"27.7","0","4.3","0","",,NA,"62.8","0",NA,"","10","",,NA,"68.1","18.7","8202810"
"LAKE MAJOR","44.717","-63.483","NS","15.3","14",NA,"25.5","14","6.5","14","0.0","14",NA,"51.9","14",NA,"0.0","4","","",NA,"47.7","5.1","8202896"
"LOUISBOURG","45.900","-60.000","NS","12.1","0","0.2","25.5","0","1.0","0","0.0","0",NA,"196.5","0","174.0","","15","","",NA,"178.1","0.3","8203161"
"LYONS BROOK","45.658","-62.797","NS","16.0","0","0.7","29.0","0","4.0","0","0.0","0",NA,"103.0","0","115.0","0.0","12","","",NA,"80.1","21.2","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","15.6","0","0.8","28.0","0","1.0","0","0.0","0",NA,"112.8","0","113.0","","10","","",NA,"91.0","18.7","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","15.4","0",NA,"26.1","0","2.3","0","",,NA,"88.1","0",NA,"","9","",,NA,"89.3","11.3","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","12.5","0",NA,"24.3","0","0.8","0","",,NA,"89.8","2",NA,"","8","",,NA,"173.3","8.7","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","15.0","0",NA,"27.6","0","0.0","0","",,NA,"95.5","0",NA,"","10","",,NA,"108.8","19.0","8204193"
"PARRSBORO","45.413","-64.347","NS","14.5","0",NA,"25.7","0","0.5","0","",,NA,"78.4","0",NA,"","8","",,NA,"115.2","9.8","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","14.7","7","-0.2","24.0","7","6.0","7","0.0","7",NA,"100.8","7",NA,"","8","","",NA,"75.8","1.0","8204453"
"POINT ACONI","46.317","-60.333","NS","13.8","2",NA,"27.7","1","2.0","2","0.0","0",NA,"156.9","0",NA,"0.0","8","","",NA,"126.6","9.0","8204456"
"PUGWASH","45.843","-63.655","NS","15.4","19","-0.5","30.0","19","4.5","19","0.0","19",NA,"13.0","19",NA,"","2","","",NA,"32.1","3.5","8204525"
"SABLE ISLAND","43.932","-60.009","NS","12.7","2",NA,"21.5","1","5.5","1","",,NA,"128.0","0",NA,"","11","",,NA,"148.2","0.0","8204700"
"ST MARGARET'S BAY","44.700","-63.900","NS","15.6","0","1.3","25.0","0","3.0","0","0.0","0",NA,"94.0","0","97.0","","8","","",NA,"83.2","11.5","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","11.1","0",NA,"20.8","0","5.3","0","",,NA,"",,NA,"","","",,NA,"207.8","0.0","8204909"
"SALMON HOLE","44.933","-64.033","NS","16.9","0","1.1","30.0","0","1.0","0","0.0","0",NA,"126.6","0","141.0","","12","","",NA,"58.2","24.0","8205000"
"SHEARWATER AUTO","44.636","-63.507","NS","13.4","0",NA,"24.1","0","3.6","0","",,NA,"115.8","0",NA,"","11","",,NA,"139.5","0.0","8205091"
"SHEARWATER RCS","44.630","-63.513","NS","14.5","0",NA,"24.3","0","5.8","0","",,NA,"118.8","0",NA,"","11","",,NA,"106.1","0.0","8205092"
"SOUTH SIDE HARBOUR","45.617","-61.900","NS","14.6","1",NA,"28.5","1","0.8","1","0.0","1",NA,"83.8","1",NA,"","13","","",NA,"109.4","12.2","8205193"
"SYDNEY A","46.167","-60.048","NS","13.4","0","0.2","27.4","0","2.4","0","0.0","0",NA,"206.7","0","213.0","0.0","11","",,NA,"148.2","9.3","8205700"
"SYDNEY CS","46.163","-60.042","NS","13.3","0",NA,"27.8","0","0.8","0","",,NA,"208.3","0",NA,"","12","",,NA,"150.6","10.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","15.4","2",NA,"29.0","2","3.0","2","0.0","2",NA,"63.8","2",NA,"0.0","10","","",NA,"88.6","15.3","8205774"
"TRACADIE","45.608","-61.680","NS","14.8","0",NA,"28.0","0","1.8","0","",,NA,"89.8","0",NA,"","9","",,NA,"112.6","16.1","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","16.7","0","0.5","28.0","0","3.0","0","0.0","0",NA,"66.9","0","87.0","","14","","",NA,"61.8","21.5","8206222"
"WESTERN HEAD","43.990","-64.664","NS","13.1","0",NA,"23.2","0","3.0","0","",,NA,"154.7","0",NA,"","12","",,NA,"145.7","0.0","8206240"
"WRECK COVE BROOK","46.533","-60.450","NS","14.0","5","0.7","28.0","5","4.0","5","0.0","5",NA,"193.5","5",NA,"","8","","",NA,"100.5","1.5","8206450"
"YARMOUTH A","43.831","-66.089","NS","15.0","0","1.2","24.5","0","6.5","0","0.0","0",NA,"127.8","0","135.0","0.0","14","158.7","0","73.0","99.2","7.8","8206500"
