"Environment and Climate Change Canada"
"Monthly Values for April - 2014"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","4.4","1",NA,"10.4","1","-1.7","0","",,NA,"85.5","9",NA,"","8","",,NA,"395.7","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","2.8","0",NA,"11.4","0","-2.5","0","",,NA,"",,NA,"","","",,NA,"455.2","0.0","8200558"
"BRIDGEWATER","44.400","-64.550","NS","6.3","1","1.3","27.0","1","-4.0","1","4.0","1",NA,"97.0","1",NA,"","12","","",NA,"339.2","0.5","8200600"
"BRIER ISLAND","44.286","-66.347","NS","5.0","0",NA,"12.8","0","-1.2","0","",,NA,"114.2","2",NA,"","8","",,NA,"390.2","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","3.4","0",NA,"19.5","0","-3.0","0","",,NA,"86.6","0",NA,"","13","",,NA,"439.0","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","4.5","2","-0.4","15.0","2","-4.0","2","0.0","2",NA,"0.0","2",NA,"","0","","",NA,"377.5","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","3.9","0",NA,"22.4","0","-4.2","0","",,NA,"86.4","0",NA,"0.0","7","",,NA,"422.2","0.3","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"4.4","2",NA,"4.8","2",NA,"","3","","",NA,"","","8200830"
"DEBERT","45.417","-63.467","NS","3.0","1",NA,"20.7","1","-7.4","0","",,NA,"83.2","1",NA,"","8","",,NA,"435.2","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","3.2","0",NA,"12.4","0","-4.0","0","",,NA,"63.1","12",NA,"","6","",,NA,"443.3","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","5.7","0","0.4","23.1","0","-3.8","0","8.1","0","54.0","93.6","0","112.0","0.0","10","",,NA,"369.2","1.3","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","4.3","0",NA,"19.0","0","-6.1","0","18.0","0",NA,"142.7","0",NA,"","13","",,NA,"410.5","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","2.8","0",NA,"13.4","0","-2.4","0","",,NA,"",,NA,"","","",,NA,"457.3","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","2.8","2",NA,"20.5","2","-7.2","1","",,NA,"102.9","4",NA,"","10","",,NA,"425.4","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","5.4","1",NA,"21.7","1","-3.3","1","",,NA,"140.1","4",NA,"0.0","11","",,NA,"365.2","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","5.7","1",NA,"23.0","1","-4.7","0","",,NA,"87.0","1",NA,"","8","",,NA,"357.3","0.7","8202810"
"LAKE MAJOR","44.717","-63.483","NS","4.6","5",NA,"18.5","5","-5.0","5","7.0","5",NA,"139.0","5",NA,"0.0","11","","",NA,"335.4","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","6.0","10","1.8","21.0","10","-3.5","10","25.0","8",NA,"71.0","8",NA,"0.0","8","","",NA,"241.0","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","4.9","0","0.5","19.5","0","-6.0","0","9.0","0","95.0","89.6","0","82.0","","12","","",NA,"393.9","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","4.2","1",NA,"21.4","1","-6.1","1","",,NA,"102.6","1",NA,"","10","",,NA,"400.4","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"49.7","4",NA,"","2","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","4.1","0",NA,"20.9","0","-6.7","0","",,NA,"69.5","0",NA,"","10","",,NA,"416.1","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","4.0","0",NA,"22.1","0","-6.3","0","",,NA,"135.9","0",NA,"","11","",,NA,"420.2","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","4.4","5","0.3","18.0","5","-5.5","5","3.0","5",NA,"108.1","5",NA,"0.0","12","","",NA,"340.8","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","3.0","0",NA,"17.8","0","-5.8","0","",,NA,"134.6","1",NA,"","10","",,NA,"450.0","0.0","8204495"
"SABLE ISLAND","43.932","-60.009","NS","4.2","0",NA,"12.1","0","-2.7","0","",,NA,"102.0","1",NA,"","11","",,NA,"412.8","0.0","8204700"
"ST MARGARET'S BAY","44.700","-63.900","NS","5.9","0","1.6","16.0","0","-3.0","0","5.0","0","87.0","112.0","0","100.0","0.0","11","","",NA,"362.0","0.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","1.3","0",NA,"16.0","0","-3.8","0","",,NA,"",,NA,"","","",,NA,"500.5","0.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","4.8","0",NA,"16.0","0","-3.4","0","",,NA,"140.6","0",NA,"","10","",,NA,"397.3","0.0","8205092"
"SYDNEY A","46.167","-60.048","NS","2.1","0","-0.5","17.1","0","-7.6","0","43.0","0","201.0","155.8","0","117.0","0.0","12","",,NA,"478.0","0.0","8205700"
"SYDNEY CS","46.163","-60.042","NS","2.3","0",NA,"17.5","0","-5.7","0","",,NA,"136.9","1",NA,"","12","",,NA,"469.6","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","3.9","2",NA,"22.0","1","-7.0","1","24.6","1",NA,"115.6","1",NA,"0.0","9","","",NA,"394.8","0.0","8205774"
"TRACADIE","45.608","-61.680","NS","3.4","0",NA,"19.0","0","-5.5","0","",,NA,"90.6","1",NA,"","11","",,NA,"438.8","0.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","5.8","0","0.7","23.5","0","-5.0","0","5.0","0","40.0","90.0","0","97.0","0.0","14","","",NA,"365.7","0.0","8206222"
"WESTERN HEAD","43.990","-64.664","NS","4.6","0",NA,"14.8","0","-2.3","0","",,NA,"124.9","0",NA,"","12","",,NA,"401.9","0.0","8206240"
"YARMOUTH RCS","43.831","-66.088","NS","5.6","1",NA,"16.5","1","-2.7","1","",,NA,"98.3","2",NA,"","8","",,NA,"359.8","0.0","8206491"
"YARMOUTH A","43.827","-66.088","NS","5.4","0",NA,"16.3","0","-3.3","0","0.4","0",NA,"123.2","0",NA,"","9","",,NA,"379.3","0.0","8206495"
