"Environment and Climate Change Canada"
"Monthly Values for September - 2012"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","14.5","0",NA,"22.2","0","5.1","0","",,NA,"78.1","4",NA,"","10","",,NA,"104.4","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","16.1","0",NA,"21.6","0","8.8","0","",,NA,"",,NA,"","","",,NA,"61.6","5.4","8200558"
"BERWICK","45.083","-64.733","NS","16.6","3",NA,"27.0","3","1.0","3","0.0","3",NA,"186.2","3",NA,"","12","","",NA,"57.3","18.3","8200578"
"BRIDGETOWN","44.833","-65.300","NS","",,NA,"",,"",,"0.0","0",NA,"212.3","0",NA,"","11","","",NA,"","","8200596"
"BRIER ISLAND","44.286","-66.347","NS","16.6","13",NA,"22.3","13","11.6","12","",,NA,"94.2","13",NA,"","5","",,NA,"24.4","0.8","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","16.7","0",NA,"25.7","0","7.0","0","",,NA,"350.6","0",NA,"","17","",,NA,"53.4","15.1","8200774"
"CHETICAMP CS","46.645","-60.947","NS","16.4","0",NA,"29.0","0","6.7","0","",,NA,"300.5","0",NA,"","13","",,NA,"70.1","21.6","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","15.8","0","1.9","25.0","0","2.0","0","0.0","0",NA,"270.0","0","235.0","","15","","",NA,"73.5","8.0","8201000"
"DEBERT","45.417","-63.467","NS","14.9","0",NA,"26.5","0","1.8","0","",,NA,"345.0","0",NA,"","19","",,NA,"103.8","9.6","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","16.6","0",NA,"23.3","0","6.3","0","",,NA,"291.4","0",NA,"","11","",,NA,"54.9","14.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","15.8","0","1.3","27.8","0","1.6","0","0.0","0",NA,"209.4","0","218.0","0.0","12","",,NA,"74.7","8.8","8202000"
"HALIFAX STANFIELD INT'L A","44.880","-63.500","NS","16.9","18","2.4","25.8","18","7.7","17","0.0","18",NA,"148.9","18",NA,"","3","",,NA,"19.0","6.1","8202250"
"HALIFAX INTL A","44.881","-63.509","NS","14.8","17",NA,"22.5","17","6.0","17","0.0","17",NA,"147.3","18",NA,"","8","",,NA,"42.6","0.8","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","16.8","0",NA,"22.2","0","9.3","0","",,NA,"",,NA,"","","",,NA,"45.2","8.6","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","16.3","0",NA,"27.1","0","6.8","0","",,NA,"298.3","0",NA,"","13","",,NA,"63.4","13.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","15.3","0",NA,"25.0","0","3.5","0","",,NA,"271.9","0",NA,"","12","",,NA,"85.4","5.5","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","16.0","0",NA,"27.3","0","3.4","0","",,NA,"213.9","0",NA,"","12","",,NA,"71.6","11.4","8202810"
"LAKE MAJOR","44.717","-63.483","NS","16.1","7",NA,"26.0","7","2.0","7","0.0","8",NA,"290.1","8",NA,"","11","","",NA,"49.7","6.1","8202896"
"LIVERPOOL BIG FALLS","44.133","-64.933","NS","16.6","5","1.4","26.0","3","3.5","3","0.0","6",NA,"214.3","6",NA,"","8","","",NA,"49.4","13.5","8203100"
"LYONS BROOK","45.658","-62.797","NS","16.1","12","1.3","27.5","10","5.0","12","0.0","9",NA,"343.5","9",NA,"","10","","",NA,"40.9","6.5","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","16.1","0","1.9","26.0","0","1.0","0","0.0","0",NA,"365.0","0","330.0","","15","","",NA,"75.1","16.6","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","15.2","0",NA,"26.1","0","1.2","0","",,NA,"307.9","0",NA,"","14","",,NA,"92.1","8.7","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","14.4","4",NA,"25.0","3","5.0","2","",,NA,"97.7","11",NA,"","7","",,NA,"95.9","3.1","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","15.6","1",NA,"27.6","1","0.7","0","",,NA,"362.1","1",NA,"","15","",,NA,"88.4","19.4","8204193"
"PARRSBORO","45.413","-64.347","NS","14.7","0",NA,"24.8","0","1.8","0","",,NA,"271.5","0",NA,"","15","",,NA,"103.7","5.8","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","14.3","20","-0.2","22.0","20","4.8","20","0.0","20",NA,"64.8","20",NA,"","4","","",NA,"36.8","0.0","8204453"
"POINT ACONI","46.317","-60.333","NS","16.8","0",NA,"25.7","0","5.0","0","0.0","0",NA,"305.9","0",NA,"0.0","14","","",NA,"49.2","12.5","8204456"
"PORT HAWKESBURY","45.657","-61.368","NS","15.3","2",NA,"25.4","2","3.5","2","",,NA,"278.8","2",NA,"","13","",,NA,"84.6","9.3","8204495"
"PUGWASH","45.843","-63.655","NS","14.8","23","-0.5","27.0","23","3.5","23","0.0","23",NA,"130.0","23",NA,"","3","","",NA,"26.4","3.8","8204525"
"SABLE ISLAND","43.932","-60.009","NS","18.4","0",NA,"23.7","0","6.7","0","",,NA,"47.0","1",NA,"","5","",,NA,"17.2","28.2","8204700"
"ST MARGARET'S BAY","44.700","-63.900","NS","16.9","0","2.7","25.0","0","4.0","0","0.0","0",NA,"303.7","0","298.0","","11","","",NA,"53.5","21.5","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","15.7","2",NA,"21.1","2","11.3","0","",,NA,"",,NA,"","","",,NA,"65.5","1.5","8204909"
"SALMON HOLE","44.933","-64.033","NS","16.8","0","2.5","27.5","0","4.0","0","0.0","0",NA,"264.0","0","230.0","0.0","12","","",NA,"49.4","14.7","8205000"
"SHEARWATER RCS","44.630","-63.513","NS","16.2","0",NA,"25.1","0","6.3","0","",,NA,"320.7","0",NA,"","14","",,NA,"61.4","7.6","8205092"
"SYDNEY A","46.167","-60.048","NS","15.9","0","1.9","25.4","0","4.4","0","0.0","0",NA,"291.3","0","245.0","0.0","15","",,NA,"73.5","9.6","8205700"
"SYDNEY CS","46.163","-60.042","NS","15.9","0",NA,"26.0","0","4.0","0","",,NA,"278.2","1",NA,"","15","",,NA,"71.3","8.9","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","15.7","0",NA,"27.0","0","2.5","0","0.0","25",NA,"66.2","25",NA,"","2","","",NA,"80.8","13.1","8205774"
"TRACADIE","45.608","-61.680","NS","16.5","0",NA,"25.8","0","7.1","0","",,NA,"307.2","7",NA,"","11","",,NA,"63.8","17.4","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","16.6","0","1.8","28.5","0","2.0","0","0.0","0",NA,"213.7","0","209.0","0.0","15","","",NA,"60.9","19.2","8206222"
"WESTERN HEAD","43.990","-64.664","NS","14.6","0",NA,"22.3","0","4.6","0","",,NA,"141.4","0",NA,"","10","",,NA,"101.0","0.0","8206240"
"WHITE ROCK","45.050","-64.383","NS","",,NA,"",,"",,"0.0","0",NA,"165.0","0","152.0","","8","","",NA,"","","8206316"
"WRECK COVE BROOK","46.533","-60.450","NS","17.8","28","3.7","22.0","28","14.0","28","0.0","28",NA,"117.0","28",NA,"","2","","",NA,"3.0","2.5","8206450"
"YARMOUTH RCS","43.831","-66.088","NS","15.6","4",NA,"23.8","4","4.5","2","",,NA,"163.9","2",NA,"","10","",,NA,"66.7","3.3","8206491"
"YARMOUTH A","43.827","-66.088","NS","15.6","0",NA,"23.8","0","4.5","0","0.0","1",NA,"231.0","0",NA,"","11","",,NA,"75.1","3.1","8206495"
