"Environment and Climate Change Canada"
"Monthly Values for December - 2011"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","3.6","0",NA,"12.8","0","-11.8","0","",,NA,"127.2","1",NA,"","14","",,NA,"445.0","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","2.8","0",NA,"12.4","0","-8.4","0","",,NA,"",,NA,"","","",,NA,"470.0","0.0","8200558"
"BRIDGETOWN","44.833","-65.300","NS","",,NA,"",,"",,"19.0","0",NA,"161.9","0",NA,"0.0","14","","",NA,"","","8200596"
"BRIDGEWATER","44.400","-64.550","NS","2.0","0","3.6","15.0","0","-15.0","0","11.2","0","34.0","158.2","0","107.0","0.0","14","","",NA,"497.3","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","4.0","0",NA,"13.6","0","-7.1","0","",,NA,"102.8","7",NA,"","11","",,NA,"433.4","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","1.6","0",NA,"15.1","0","-10.1","0","",,NA,"97.2","1",NA,"1.0","15","",,NA,"509.9","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","3.9","4","3.0","14.0","4","-13.0","4","0.0","4",NA,"105.5","4",NA,"0.0","8","","",NA,"380.7","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","1.7","0",NA,"17.3","0","-8.0","0","",,NA,"125.2","0",NA,"2.0","17","",,NA,"504.2","0.0","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"16.8","1",NA,"28.4","1",NA,"3.0","7","","",NA,"","","8200830"
"COLLEGEVILLE","45.483","-62.017","NS","0.7","0","3.3","30.0","0","-15.0","0","41.6","0","98.0","138.7","0","108.0","0.0","19","","",NA,"536.5","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-0.4","0",NA,"15.3","0","-16.1","0","",,NA,"109.5","1",NA,"","14","",,NA,"570.8","0.0","8201390"
"DEMING","45.216","-61.178","NS","2.9","0","3.2","13.0","0","-7.5","0","6.0","0","28.0","107.8","0","80.0","0.0","13","","",NA,"467.0","0.0","8201410"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-0.3","17",NA,"9.5","16","-9.6","16","",,NA,"40.9","17",NA,"","6","",,NA,"255.8","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","1.3","0","3.1","16.2","0","-15.4","0","16.4","0","26.0","122.2","0","108.0","0.0","15","",,NA,"518.9","0.0","8202000"
"HALIFAX STANFIELD INT'L A","44.880","-63.500","NS","0.5","0","2.8","14.1","0","-14.2","0","19.8","0","44.0","183.9","0","128.0","0.0","14","",,NA,"544.0","0.0","8202250"
"HART ISLAND (AUT)","45.350","-60.983","NS","2.5","0",NA,"13.2","0","-8.1","0","",,NA,"",,NA,"","","",,NA,"480.7","0.0","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","0.5","0",NA,"14.9","0","-9.4","0","",,NA,"151.4","0",NA,"","14","",,NA,"541.6","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","0.8","0",NA,"13.8","0","-14.9","0","",,NA,"167.1","0",NA,"3.0","13","",,NA,"533.8","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","1.1","0",NA,"16.0","0","-15.6","0","",,NA,"107.5","0",NA,"","14","",,NA,"524.0","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","1.7","7",NA,"14.0","7","-11.0","7","19.0","7",NA,"179.6","7",NA,"0.0","13","","",NA,"392.2","0.0","8202896"
"LIVERPOOL BIG FALLS","44.133","-64.933","NS","1.5","22","2.4","15.7","16","-13.5","15","1.0","16",NA,"78.6","16",NA,"","10","","",NA,"148.3","0.0","8203100"
"LOUISBOURG","45.900","-60.000","NS","1.2","0","2.4","12.0","0","-11.0","0","11.7","0","26.0","135.3","0","88.0","0.0","16","","",NA,"520.1","0.0","8203161"
"LR.SACKVILLE/BEDFORD SNOW","44.759","-63.653","NS","",,NA,"",,"",,"27.0","1",NA,"213.7","1",NA,"0.0","15","","",NA,"","","8203171"
"LYONS BROOK","45.658","-62.797","NS","2.7","22","5.2","15.0","22","-8.0","22","17.5","20",NA,"51.5","20",NA,"","5","","",NA,"137.7","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","1.1","0","3.6","15.0","0","-14.0","0","23.0","0","72.0","189.0","0","146.0","0.0","14","","",NA,"522.7","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","-0.5","0",NA,"15.2","0","-18.0","0","",,NA,"117.5","1",NA,"1.0","16","",,NA,"573.3","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","-2.7","2",NA,"12.8","2","-13.4","0","",,NA,"138.6","2",NA,"33.0","18","",,NA,"600.2","0.0","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","0.7","1",NA,"16.0","1","-14.2","0","",,NA,"132.4","0",NA,"2.0","14","",,NA,"519.6","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","0.0","0",NA,"15.8","0","-17.7","0","",,NA,"150.8","1",NA,"","13","",,NA,"557.9","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","-0.3","10","2.1","11.5","10","-14.0","10","21.5","10",NA,"79.2","10",NA,"","9","","",NA,"385.3","0.0","8204453"
"POINT ACONI","46.317","-60.333","NS","0.8","0",NA,"15.3","0","-10.1","0","15.0","0",NA,"107.7","0",NA,"","9","","",NA,"533.7","0.0","8204456"
"PORT HAWKESBURY","45.657","-61.368","NS","0.6","2",NA,"14.0","2","-12.5","1","",,NA,"109.3","2",NA,"","12","",,NA,"505.4","0.0","8204495"
"PUGWASH","45.843","-63.655","NS","-0.3","25","2.5","16.0","25","-9.3","25","2.0","25",NA,"10.5","25",NA,"0.0","2","","",NA,"109.8","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","5.0","0",NA,"14.9","0","-4.4","0","",,NA,"97.0","0",NA,"","15","",,NA,"403.4","0.0","8204700"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","1.0","1",NA,"12.6","1","-8.4","1","",,NA,"",,NA,"","","",,NA,"510.4","0.0","8204909"
"SALMON HOLE","44.933","-64.033","NS","1.8","0","4.0","13.0","0","-11.5","0","20.0","0","46.0","108.6","0","75.0","0.0","8","","",NA,"503.2","0.0","8205000"
"SHEARWATER RCS","44.630","-63.513","NS","2.2","0",NA,"13.5","0","-12.6","0","",,NA,"158.2","1",NA,"","12","",,NA,"488.9","0.0","8205092"
"SYDNEY A","46.167","-60.048","NS","0.2","0","1.7","13.8","0","-10.5","0","20.8","0","36.0","151.6","0","91.0","0.0","15","",,NA,"553.0","0.0","8205700"
"SYDNEY CS","46.163","-60.042","NS","-0.6","3",NA,"13.3","3","-10.3","1","",,NA,"134.2","1",NA,"","14","",,NA,"522.1","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","-0.1","2",NA,"16.0","1","-13.0","1","6.4","1",NA,"58.0","1",NA,"0.0","7","","",NA,"524.5","0.0","8205774"
"TRACADIE","45.608","-61.680","NS","1.3","0",NA,"15.7","0","-10.1","0","",,NA,"103.0","2",NA,"1.0","12","",,NA,"517.4","0.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","1.9","0","3.8","17.0","0","-16.0","0","19.0","0","40.0","129.8","0","114.0","0.0","14","","",NA,"499.8","0.0","8206222"
"WESTERN HEAD","43.990","-64.664","NS","2.4","0",NA,"12.8","0","-12.8","0","",,NA,"123.1","0",NA,"","14","",,NA,"482.1","0.0","8206240"
"WHITE ROCK","45.050","-64.383","NS","",,NA,"",,"",,"0.0","0","0.0","96.2","0","81.0","0.0","8","","",NA,"","","8206316"
"YARMOUTH A","43.831","-66.089","NS","2.9","0","2.8","14.6","0","-12.0","0","16.8","0","38.0","150.8","0","114.0","0.0","13","",,NA,"466.7","0.0","8206500"
