"Environment and Climate Change Canada"
"Monthly Values for September - 2014"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","14.4","0",NA,"20.5","0","3.9","0","",,NA,"90.3","0",NA,"","7","",,NA,"106.9","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","15.3","0",NA,"21.3","0","7.5","0","",,NA,"",,NA,"","","",,NA,"83.7","1.5","8200558"
"BRIER ISLAND","44.286","-66.347","NS","14.5","0",NA,"22.2","0","7.8","0","",,NA,"61.1","0",NA,"","6","",,NA,"104.1","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","15.9","0",NA,"27.5","0","5.0","0","",,NA,"100.6","0",NA,"","7","",,NA,"82.1","19.7","8200774"
"CHARLESVILLE","43.583","-65.783","NS","14.5","1","0.3","24.0","1","1.0","1","0.0","1",NA,"15.5","1",NA,"","2","","",NA,"102.6","0.5","8200810"
"CHETICAMP CS","46.645","-60.947","NS","14.1","0",NA,"27.3","0","4.2","0","",,NA,"140.6","0",NA,"","10","",,NA,"126.9","9.8","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","14.6","0","0.7","28.0","0","-1.0","0","0.0","0",NA,"55.4","0","48.0","","7","","",NA,"117.5","15.3","8201000"
"DEBERT","45.417","-63.467","NS","12.2","0",NA,"26.7","0","-2.5","0","",,NA,"93.2","1",NA,"","8","",,NA,"176.0","0.7","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","14.9","1",NA,"26.2","1","2.3","0","",,NA,"28.4","8",NA,"","4","",,NA,"100.5","9.8","8201780"
"GREENWOOD A","44.983","-64.917","NS","14.7","0","0.2","29.1","0","0.1","0","0.0","0",NA,"56.6","0","59.0","0.0","8","",,NA,"121.7","22.8","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","14.8","0",NA,"27.9","0","3.1","0","0.0","1",NA,"72.0","10",NA,"","2","",,NA,"110.4","15.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","15.6","0",NA,"26.6","0","5.3","0","",,NA,"",,NA,"","","",,NA,"83.2","11.8","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","14.2","0",NA,"29.1","0","1.4","0","",,NA,"100.1","1",NA,"","9","",,NA,"126.6","11.9","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","14.4","0",NA,"28.6","0","-0.7","0","",,NA,"52.0","22",NA,"","6","",,NA,"122.8","15.4","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","14.7","0",NA,"28.9","0","1.5","0","",,NA,"85.4","0",NA,"","7","",,NA,"119.0","20.4","8202810"
"LAKE MAJOR","44.717","-63.483","NS","15.0","7",NA,"29.0","7","2.0","7","0.0","7",NA,"114.4","7",NA,"0.0","5","","",NA,"84.7","14.8","8202896"
"LYONS BROOK","45.658","-62.797","NS","14.3","8","-0.5","27.5","7","0.0","8","0.0","3",NA,"110.5","3",NA,"0.0","9","","",NA,"86.7","6.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","14.6","0","0.4","30.0","0","-3.0","0","0.0","0",NA,"130.6","0","118.0","","8","","",NA,"120.7","18.1","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","13.8","0",NA,"25.6","0","-0.4","0","",,NA,"65.1","0",NA,"","8","",,NA,"133.7","7.1","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"100.4","0",NA,"","12","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","13.1","0",NA,"29.1","0","-4.0","0","",,NA,"60.2","1",NA,"","7","",,NA,"155.6","7.4","8204193"
"PARRSBORO","45.413","-64.347","NS","13.0","0",NA,"26.0","0","-1.4","0","",,NA,"89.1","0",NA,"","9","",,NA,"153.6","4.5","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","15.3","8","0.8","26.5","8","5.0","8","0.0","8",NA,"35.9","8",NA,"0.0","4","","",NA,"70.1","11.1","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","13.9","2",NA,"27.2","2","1.8","1","",,NA,"48.6","3",NA,"","7","",,NA,"127.8","12.6","8204495"
"PUGWASH","45.843","-63.655","NS","12.5","29","-2.8","21.0","29","4.0","29","0.0","29",NA,"0.0","29",NA,"","0","","",NA,"5.5","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","16.4","25",NA,"20.1","25","9.2","25","",,NA,"0.0","26",NA,"","0","",,NA,"8.0","0.0","8204700"
"SABLE ISLAND A","43.946","-59.960","NS","17.1","0",NA,"23.5","0","7.6","0","",,NA,"108.7","0",NA,"","6","",,NA,"48.7","22.1","8204703"
"ST MARGARET'S BAY","44.700","-63.900","NS","15.2","0","1.0","27.0","0","2.0","0","0.0","0",NA,"124.0","0","122.0","0.0","5","","",NA,"97.1","14.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","14.8","0",NA,"24.8","0","5.2","0","",,NA,"",,NA,"","","",,NA,"101.9","5.1","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","15.7","2",NA,"27.3","2","5.1","1","",,NA,"144.2","2",NA,"","6","",,NA,"78.5","14.8","8205092"
"SYDNEY A","46.161","-60.048","NS","14.1","0",NA,"27.5","0","0.8","0","0.0","0",NA,"75.7","1",NA,"","11","",,NA,"127.3","10.8","8205701"
"SYDNEY CS","46.163","-60.042","NS","14.3","0",NA,"27.6","0","0.8","0","",,NA,"63.1","0",NA,"","9","",,NA,"123.5","11.6","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","14.5","2",NA,"27.0","1","0.5","1","0.0","1",NA,"147.0","1",NA,"0.0","9","","",NA,"111.2","14.5","8205774"
"TRACADIE","45.608","-61.680","NS","15.4","0",NA,"27.4","0","3.9","0","",,NA,"67.3","1",NA,"","7","",,NA,"98.4","19.1","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","15.4","0","0.5","30.0","0","-0.5","0","0.0","0",NA,"61.6","0","60.0","0.0","6","","",NA,"107.1","28.9","8206222"
"WESTERN HEAD","43.990","-64.664","NS","14.5","0",NA,"27.1","0","-0.8","0","",,NA,"106.2","0",NA,"","7","",,NA,"113.0","6.9","8206240"
"YARMOUTH RCS","43.831","-66.088","NS","14.7","0",NA,"23.9","0","2.4","0","",,NA,"81.0","0",NA,"","7","",,NA,"105.6","6.2","8206491"
"YARMOUTH A","43.827","-66.088","NS","14.6","0",NA,"24.1","0","0.9","0","0.0","0",NA,"82.6","0",NA,"","7","",,NA,"107.8","5.6","8206495"
