"Environment and Climate Change Canada"
"Monthly Values for December - 2006"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO POINT","43.449","-65.471","NS","3.8","0",NA,"14.8","0","-7.0","0","",,NA,"",,NA,"","","","",NA,"439.4","0.0","8200254"
"BADDECK BELL","46.100","-60.750","NS","-0.3","5",NA,"13.0","5","-8.0","5","49.1","5",NA,"155.8","5",NA,"10.0","19","","",NA,"475.4","0.0","8200301"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","1.6","0",NA,"12.8","0","-10.9","0","",,NA,"",,NA,"","","",,NA,"507.0","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","4.1","16",NA,"15.9","15","-5.7","16","",,NA,"79.4","0",NA,"","9","",,NA,"207.9","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","0.6","0",NA,"13.0","0","-11.2","0","",,NA,"91.6","0",NA,"5.0","9","",,NA,"540.1","0.0","8200774"
"COLLEGEVILLE","45.483","-62.017","NS","0.9","0","3.4","14.0","0","-10.0","0","18.6","0","44.0","36.5","0","29.0","0.0","12","","",NA,"530.9","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-1.0","0",NA,"11.6","0","-17.0","0","",,NA,"85.1","0",NA,"1.0","9","",,NA,"588.7","0.0","8201390"
"DEMING","45.216","-61.178","NS","1.4","0","1.7","11.0","0","-9.5","0","22.0","0","102.0","152.2","0","113.0","2.0","15","","",NA,"513.5","0.0","8201410"
"GREENWOOD A","44.983","-64.917","NS","-0.1","0","1.8","16.1","0","-12.2","0","31.0","0","49.0","92.0","0","82.0","3.0","11","",,NA,"560.1","0.0","8202000"
"HALIFAX STANFIELD INT'L A","44.883","-63.517","NS","-0.7","0","1.7","14.2","0","-14.3","0","31.8","0","70.0","129.2","0","90.0","1.0","11","",,NA,"579.4","0.0","8202250"
"HART ISLAND (AUT)","45.350","-60.983","NS","1.6","0",NA,"12.6","0","-8.5","0","",,NA,"",,NA,"","","",,NA,"509.6","0.0","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","0.8","0",NA,"11.4","0","-9.2","0","",,NA,"142.8","0",NA,"0.0","18","",,NA,"532.5","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","0.0","0",NA,"14.6","0","-10.6","0","",,NA,"133.3","0",NA,"","13","",,NA,"556.8","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","0.5","0",NA,"13.4","0","-10.7","0","",,NA,"82.0","0",NA,"0.0","10","",,NA,"543.0","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","1.1","11",NA,"14.5","11","-11.0","11","24.9","11",NA,"122.2","11",NA,"1.0","9","","",NA,"338.7","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","0.3","7","2.8","10.0","7","-12.0","7","42.0","7",NA,"83.5","7",NA,"","8","","",NA,"425.4","0.0","8203230"
"NAPPAN AUTO","45.760","-64.241","NS","-0.9","0",NA,"9.4","0","-15.3","0","",,NA,"75.6","0",NA,"4.0","11","",,NA,"584.8","0.0","8203702"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","-0.4","0",NA,"14.7","0","-15.5","0","",,NA,"87.6","0",NA,"4.0","8","",,NA,"571.3","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","-0.5","0",NA,"11.2","0","-15.6","0","",,NA,"109.3","0",NA,"2.0","8","",,NA,"572.7","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","1.9","21","4.3","13.0","21","-14.5","21","32.0","21",NA,"107.7","21",NA,"","5","","",NA,"161.5","0.0","8204453"
"POINT ACONI","46.317","-60.333","NS","1.0","0",NA,"12.5","0","-7.3","0","22.0","0",NA,"126.7","0",NA,"0.0","10","","",NA,"527.6","0.0","8204456"
"HAWKESBURY","45.617","-61.367","NS","0.8","0",NA,"14.4","0","-9.0","0","55.4","0",NA,"176.0","0",NA,"7.0","21","","",NA,"534.6","0.0","8204493"
"PUGWASH","45.843","-63.655","NS","-1.6","13","1.2","9.0","13","-21.0","13","5.0","13",NA,"16.0","13",NA,"0.0","2","","",NA,"353.3","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","4.2","0",NA,"14.1","0","-5.8","0","",,NA,"130.5","0",NA,"","14","",,NA,"427.5","0.0","8204700"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","0.4","0",NA,"10.3","0","-6.7","0","",,NA,"",,NA,"","","",,NA,"544.6","0.0","8204909"
"SHEARWATER A","44.633","-63.500","NS","1.2","2","2.3","14.5","2","-11.2","2","22.8","3",NA,"157.9","3",NA,"1.0","11","35.5","20",NA,"486.5","0.0","8205090"
"SHEARWATER AUTO","44.636","-63.507","NS","1.7","0",NA,"14.5","0","-10.1","0","",,NA,"120.3","0",NA,"0.0","7","",,NA,"504.3","0.0","8205091"
"SYDNEY A","46.167","-60.048","NS","-0.5","0","1.0","13.0","0","-10.8","0","37.8","0","65.0","134.6","0","81.0","0.0","14","",,NA,"575.0","0.0","8205700"
"SYDNEY CS","46.163","-60.042","NS","0.1","0",NA,"12.5","0","-10.1","0","",,NA,"120.0","0",NA,"0.0","10","",,NA,"553.8","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","-0.9","0",NA,"14.0","0","-15.0","0","12.6","0",NA,"67.6","0",NA,"0.0","6","","",NA,"585.9","0.0","8205774"
"TRACADIE","45.608","-61.680","NS","0.2","0",NA,"14.1","0","-10.8","0","",,NA,"114.0","0",NA,"","11","",,NA,"553.3","0.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","0.9","0","2.8","14.5","0","-11.5","0","46.0","0","97.0","115.6","0","101.0","3.0","13","","",NA,"531.6","0.0","8206222"
"WESTERN HEAD","43.990","-64.664","NS","2.5","0",NA,"16.2","0","-11.1","0","",,NA,"158.4","0",NA,"2.0","6","",,NA,"480.5","0.0","8206240"
"YARMOUTH A","43.831","-66.089","NS","2.6","0","2.4","14.8","0","-8.8","0","28.6","0","65.0","126.4","0","96.0","7.0","9","79.3","0","113.0","478.8","0.0","8206500"
