"Environment and Climate Change Canada"
"Monthly Values for December - 2012"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","3.5","2",NA,"14.0","2","-10.2","2","",,NA,"190.7","1",NA,"","14","",,NA,"419.5","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","2.1","0",NA,"12.2","0","-9.2","0","",,NA,"",,NA,"","","",,NA,"493.9","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","2.9","0",NA,"13.3","0","-7.3","0","",,NA,"121.0","14",NA,"","9","",,NA,"468.0","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","0.8","0",NA,"14.6","0","-9.3","0","",,NA,"88.9","0",NA,"1.0","11","",,NA,"533.4","0.0","8200774"
"CHETICAMP CS","46.645","-60.947","NS","1.3","0",NA,"16.6","0","-5.8","0","",,NA,"152.6","0",NA,"","21","",,NA,"517.2","0.0","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"19.0","1",NA,"56.8","1",NA,"0.0","10","","",NA,"","","8200830"
"DEBERT","45.417","-63.467","NS","-1.5","0",NA,"13.0","0","-16.3","0","",,NA,"120.2","0",NA,"12.0","13","",,NA,"605.3","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","1.1","5",NA,"10.8","3","-6.5","3","",,NA,"145.6","4",NA,"5.0","15","",,NA,"440.3","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-0.3","0","1.6","16.7","0","-13.1","0","46.4","0","74.0","133.6","0","118.0","25.0","14","",,NA,"565.9","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","0.1","7",NA,"14.8","7","-12.0","7","1.3","8",NA,"155.4","7",NA,"12.0","10","",,NA,"429.4","0.0","8202251"
