"Environment and Climate Change Canada"
"Monthly Values for March - 2014"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-4.8","2",NA,"7.4","2","-18.8","2","",,NA,"113.9","9",NA,"16.0","8","",,NA,"659.9","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-4.2","0","-3.4","11.3","0","-24.6","0","72.2","0","166.0","137.7","0","145.0","0.0","12","",,NA,"687.2","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-4.1","0",NA,"11.3","0","-19.5","0","36.8","0",NA,"165.4","0",NA,"1.0","10","",,NA,"685.5","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","-3.6","2",NA,"8.5","2","-14.8","2","",,NA,"",,NA,"","","",,NA,"626.5","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-5.4","1",NA,"13.5","1","-24.9","1","",,NA,"212.0","2",NA,"85.0","15","",,NA,"702.6","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","-4.2","2",NA,"10.9","2","-21.4","0","",,NA,"116.5","14",NA,"8.0","8","",,NA,"642.4","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-4.3","1",NA,"10.4","1","-21.6","1","",,NA,"151.2","1",NA,"19.0","14","",,NA,"669.9","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-3.1","3",NA,"10.5","3","-18.0","3","8.0","3",NA,"138.4","3",NA,"0.0","9","","",NA,"591.8","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","-4.7","7","-3.0","11.5","7","-23.0","7","54.5","7",NA,"100.5","7",NA,"11.0","9","","",NA,"544.0","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","-3.3","0","-2.0","12.0","0","-23.0","0","54.0","0","172.0","179.6","0","145.0","","13","","",NA,"659.5","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","-5.8","1",NA,"7.1","1","-26.7","1","",,NA,"131.6","3",NA,"37.0","15","",,NA,"713.4","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"36.6","8",NA,"194.0","9","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","-4.7","1",NA,"12.5","1","-26.1","1","",,NA,"124.5","2",NA,"4.0","12","",,NA,"679.9","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","-5.3","1",NA,"8.4","1","-24.3","1","",,NA,"153.4","1",NA,"12.0","11","",,NA,"698.6","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","-2.3","14","-1.0","12.5","14","-14.0","14","26.0","14",NA,"118.7","14",NA,"","9","","",NA,"345.0","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","-5.8","2",NA,"10.4","2","-20.0","2","",,NA,"132.5","2",NA,"","9","",,NA,"689.9","0.0","8204495"
"SABLE ISLAND","43.932","-60.009","NS","0.1","2",NA,"11.1","2","-9.3","2","",,NA,"130.5","2",NA,"","12","",,NA,"518.0","0.0","8204700"
"ST MARGARET'S BAY","44.700","-63.900","NS","-2.3","0","-1.2","10.0","0","-21.0","0","28.0","0","111.0","138.0","0","103.0","0.0","7","","",NA,"630.5","0.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","-6.2","1",NA,"8.1","1","-18.2","1","",,NA,"",,NA,"","","",,NA,"725.6","0.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","-2.5","0",NA,"9.9","0","-16.9","0","",,NA,"166.5","1",NA,"","12","",,NA,"637.0","0.0","8205092"
"SYDNEY A","46.167","-60.048","NS","-5.3","0","-2.7","9.8","0","-20.9","0","60.6","0","126.0","199.6","0","154.0","4.0","14","",,NA,"721.4","0.0","8205700"
"SYDNEY CS","46.163","-60.042","NS","-5.0","0",NA,"10.0","0","-21.6","0","",,NA,"144.1","0",NA,"15.0","12","",,NA,"714.5","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","-5.7","0",NA,"8.0","0","-25.0","0","50.2","0",NA,"149.8","0",NA,"0.0","11","","",NA,"735.8","0.0","8205774"
"TRACADIE","45.608","-61.680","NS","-4.5","0",NA,"11.5","0","-18.7","0","",,NA,"137.9","1",NA,"","10","",,NA,"696.4","0.0","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","-3.5","0","-2.7","11.0","0","-24.0","0","56.0","0","154.0","152.8","0","147.0","8.0","11","","",NA,"668.0","0.0","8206222"
"WESTERN HEAD","43.990","-64.664","NS","-2.2","0",NA,"10.9","0","-16.6","0","",,NA,"227.1","0",NA,"","12","",,NA,"626.7","0.0","8206240"
"YARMOUTH RCS","43.831","-66.088","NS","-1.9","2",NA,"11.4","2","-14.4","2","",,NA,"121.5","2",NA,"","10","",,NA,"576.8","0.0","8206491"
"YARMOUTH A","43.827","-66.088","NS","-2.1","0",NA,"11.1","0","-15.9","0","57.2","0",NA,"168.0","0",NA,"","13","",,NA,"623.4","0.0","8206495"
