"Environment and Climate Change Canada"
"Monthly Values for December - 2013"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","0.1","2",NA,"9.2","2","-14.6","0","",,NA,"189.0","0",NA,"","17","",,NA,"518.5","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-1.6","0",NA,"9.3","0","-17.2","0","",,NA,"",,NA,"","","",,NA,"607.6","0.0","8200558"
"BERWICK","45.083","-64.733","NS","4.2","28",NA,"8.0","28","0.0","28","0.0","28",NA,"69.0","28",NA,"","3","","",NA,"41.5","0.0","8200578"
"BRIDGEWATER","44.400","-64.550","NS","-2.3","0","-0.6","13.0","0","-19.0","0","25.6","0","77.0","203.1","0","138.0","5.0","17","","",NA,"630.2","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","-0.2","0",NA,"11.0","0","-12.8","0","",,NA,"120.6","0",NA,"","19","",,NA,"564.3","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-3.9","0",NA,"11.6","0","-19.3","0","",,NA,"141.1","0",NA,"33.0","16","",,NA,"678.0","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","0.1","14","-0.8","9.0","14","-12.5","14","0.0","14",NA,"1.0","14",NA,"","1","","",NA,"304.4","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-2.5","1",NA,"12.1","1","-11.3","1","",,NA,"177.6","1",NA,"63.0","23","",,NA,"613.7","0.0","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"131.8","3",NA,"120.9","3",NA,"22.0","21","","",NA,"","","8200830"
"COLLEGEVILLE","45.483","-62.017","NS","-4.7","0","-2.2","7.0","0","-20.0","0","0.0","0","0.0","0.0","0","0.0","","0","","",NA,"704.1","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-6.7","0",NA,"8.7","0","-23.8","0","",,NA,"170.3","0",NA,"33.0","18","",,NA,"764.4","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-2.7","0",NA,"10.4","0","-13.4","0","",,NA,"209.1","2",NA,"39.0","21","",,NA,"643.0","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-3.7","0","-1.8","12.6","0","-19.1","0","92.7","0","148.0","207.4","0","184.0","25.0","26","",,NA,"672.5","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-4.2","0",NA,"11.2","0","-19.0","0","80.5","0",NA,"197.9","0",NA,"10.0","20","",,NA,"689.0","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","-1.6","0",NA,"9.5","0","-15.0","0","",,NA,"",,NA,"","","",,NA,"606.1","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-3.2","2",NA,"10.1","2","-13.7","2","",,NA,"253.5","2",NA,"","24","",,NA,"616.2","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","0.5","21",NA,"11.5","21","-8.1","20","",,NA,"20.0","24",NA,"","6","",,NA,"175.4","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-3.8","0",NA,"12.0","0","-17.2","0","",,NA,"208.7","0",NA,"30.0","23","",,NA,"675.0","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-3.6","10",NA,"8.0","10","-18.5","10","44.0","10",NA,"217.3","10",NA,"12.0","13","","",NA,"453.7","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","-4.9","6","-2.4","12.0","6","-20.0","6","77.0","6",NA,"142.5","6",NA,"","14","","",NA,"571.6","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","-4.1","0","-1.7","11.5","0","-22.0","0","39.0","0","122.0","139.1","0","108.0","","16","","",NA,"685.0","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","-6.0","0",NA,"9.6","0","-22.2","0","",,NA,"201.2","1",NA,"52.0","18","",,NA,"743.8","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"-10.0","21","",,NA,"110.4","10",NA,"170.0","20","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","-5.3","0",NA,"11.7","0","-24.8","0","",,NA,"164.4","0",NA,"14.0","18","",,NA,"721.1","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","-5.6","0",NA,"10.2","0","-22.4","0","",,NA,"208.7","0",NA,"26.0","21","",,NA,"733.1","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","-3.8","8","-1.3","10.5","8","-21.5","8","38.7","8",NA,"170.5","8",NA,"","12","","",NA,"500.8","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","-4.4","4",NA,"11.4","4","-18.4","2","",,NA,"161.4","4",NA,"","13","",,NA,"605.9","0.0","8204495"
"PUGWASH","45.843","-63.655","NS","-9.2","28","-6.4","2.5","28","-20.5","28","18.0","28",NA,"18.0","28",NA,"","1","","",NA,"81.6","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","2.4","1",NA,"12.3","1","-9.7","1","",,NA,"195.5","2",NA,"","20","",,NA,"467.8","0.0","8204700"
"ST MARGARET'S BAY","44.700","-63.900","NS","-2.5","4","-0.7","11.0","2","-17.0","2","45.0","2",NA,"185.5","2",NA,"0.0","10","","",NA,"554.0","0.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","-2.7","1",NA,"8.8","1","-10.1","0","",,NA,"",,NA,"","","",,NA,"619.8","0.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","-2.2","0",NA,"10.7","0","-16.0","0","",,NA,"219.6","0",NA,"","17","",,NA,"627.6","0.0","8205092"
