"Environment and Climate Change Canada"
"Monthly Values for May - 2005"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"PUGWASH","45.843","-63.655","NS","8.4","0","-2.2","20.5","0","-2.5","0","0.0","0","0.0","120.8","0","127.0","0.0","13","","",NA,"297.2","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","6.8","0",NA,"13.8","0","-0.3","0","",,NA,"54.5","0",NA,"","13","",,NA,"345.8","0.0","8204700"
"SABLE ISLAND","43.933","-60.017","NS","6.9","0",NA,"13.8","0","-0.3","0","0.6","0",NA,"60.9","0",NA,"0.0","12","","",NA,"345.4","0.0","8204701"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","4.9","0",NA,"13.5","0","-2.5","0","",,NA,"",,NA,"","","",,NA,"404.7","0.0","8204909"
"SALMON HOLE","44.933","-64.033","NS","9.4","0","-1.1","21.0","0","0.0","0","0.0","0","0.0","335.0","0","263.0","0.0","17","","",NA,"268.1","0.0","8205000"
"SHEARWATER A","44.633","-63.500","NS","8.0","0","-1.2","18.3","0","-0.7","0","0.4","0","24.0","274.5","0","228.0","0.0","15","125.4","0","65.0","309.7","0.0","8205090"
"SHEARWATER AUTO","44.636","-63.507","NS","8.3","0",NA,"19.2","0","-0.5","0","",,NA,"247.3","0",NA,"","13","",,NA,"299.5","0.0","8205091"
"SOUTH SIDE HARBOUR","45.617","-61.900","NS","8.4","0",NA,"19.1","0","-2.9","0","2.6","0",NA,"99.1","0",NA,"0.0","12","","",NA,"298.5","0.0","8205193"
"SYDNEY A","46.167","-60.048","NS","6.7","0","-1.2","18.9","0","-2.1","0","4.8","0","211.0","126.8","0","123.0","0.0","12","",,NA,"349.3","0.0","8205700"
"TRACADIE","45.608","-61.680","NS","7.8","0",NA,"17.6","0","-2.6","0","",,NA,"111.7","0",NA,"0.0","14","",,NA,"316.0","0.0","8205895"
"WESTERN HEAD","43.990","-64.664","NS","7.4","0",NA,"18.4","0","-1.2","0","",,NA,"453.9","0",NA,"0.0","16","",,NA,"328.7","0.0","8206240"
"WRECK COVE BROOK","46.533","-60.450","NS","6.4","5","-1.9","16.0","3","-3.0","5","5.2","0","261.0","140.0","1",NA,"0.0","13","","",NA,"302.6","0.0","8206450"
"YARMOUTH A","43.831","-66.089","NS","8.4","0","-1.3","16.2","0","1.0","0","0.0","0","0.0","282.8","0","280.0","0.0","14","130.3","0","61.0","297.7","0.0","8206500"
