"Environment and Climate Change Canada"
"Monthly Values for March - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","-1.1","0",NA,"10.5","0","-15.6","0","",,NA,"126.1","0",NA,"","9","",,NA,"590.8","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-2.2","0",NA,"5.4","0","-17.8","0","",,NA,"",,NA,"","","",,NA,"625.3","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","-1.2","0",NA,"8.3","0","-15.3","0","",,NA,"58.9","0",NA,"0.0","9","",,NA,"596.6","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-3.3","1",NA,"9.8","1","-18.7","0","",,NA,"43.4","1",NA,"30.0","11","",,NA,"639.6","0.0","8200774"
"CHETICAMP CS","46.645","-60.947","NS","-3.2","0",NA,"14.8","0","-18.7","0","",,NA,"114.5","0",NA,"38.0","17","",,NA,"657.2","0.0","8200827"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","-4.8","0",NA,"8.6","0","-24.4","0","",,NA,"97.7","0",NA,"13.0","20","",,NA,"707.9","0.0","8201001"
"DEBERT","45.417","-63.467","NS","-3.8","0",NA,"10.5","0","-19.4","0","",,NA,"57.1","0",NA,"24.0","12","",,NA,"675.5","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-2.9","2",NA,"7.7","2","-18.7","0","",,NA,"126.5","3",NA,"","17","",,NA,"606.7","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-2.5","0","-1.8","13.0","0","-18.4","0","47.6","0","110.0","66.7","0","70.0","5.0","11","",,NA,"636.5","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-3.5","1",NA,"9.7","1","-19.6","0","98.8","0",NA,"129.5","0",NA,"14.0","18","",,NA,"643.9","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","-2.0","4",NA,"7.7","1","-18.5","3","",,NA,"",,NA,"","","",,NA,"539.0","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-3.0","0",NA,"12.8","0","-19.1","0","",,NA,"141.7","0",NA,"77.0","17","",,NA,"650.6","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","-2.9","0",NA,"10.7","0","-18.2","0","",,NA,"115.2","0",NA,"8.0","16","",,NA,"648.1","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-2.8","0",NA,"11.9","0","-17.8","0","",,NA,"79.7","0",NA,"9.0","10","",,NA,"644.0","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-2.4","8",NA,"8.0","8","-15.0","8","48.0","8",NA,"71.5","8",NA,"10.0","11","","",NA,"470.2","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","-2.9","5","-1.2","10.5","5","-19.0","5","53.8","5",NA,"74.4","5",NA,"17.0","14","","",NA,"542.2","0.0","8203230"
"NAPPAN AUTO","45.760","-64.241","NS","-3.6","0",NA,"9.8","0","-18.8","0","",,NA,"46.8","0",NA,"6.0","11","",,NA,"670.7","0.0","8203702"
