"Environment and Climate Change Canada"
"Monthly Values for September - 2013"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","12.5","0",NA,"18.9","0","4.0","0","",,NA,"102.9","0",NA,"","9","",,NA,"165.1","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","14.7","1",NA,"20.8","1","8.7","0","",,NA,"",,NA,"","","",,NA,"97.8","2.0","8200558"
"BERWICK","45.083","-64.733","NS","13.4","6",NA,"24.0","6","2.0","6","0.0","6",NA,"159.5","6",NA,"","14","","",NA,"122.0","10.5","8200578"
"BRIDGEWATER","44.400","-64.550","NS","15.8","1","1.1","28.5","1","2.0","1","0.0","1",NA,"128.2","1",NA,"","11","","",NA,"88.9","24.3","8200600"
"BRIER ISLAND","44.286","-66.347","NS","13.7","0",NA,"20.9","0","7.7","0","",,NA,"102.8","0",NA,"","10","",,NA,"130.4","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","15.8","0",NA,"27.5","0","7.8","0","",,NA,"117.3","0",NA,"","9","",,NA,"84.3","19.2","8200774"
"CHARLESVILLE","43.583","-65.783","NS","13.4","0","-0.8","22.0","0","1.0","0","0.0","0",NA,"113.1","0","114.0","","13","","",NA,"138.1","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","15.3","0",NA,"26.8","0","5.2","0","",,NA,"130.1","0",NA,"","17","",,NA,"103.3","21.8","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","16.1","0","2.1","27.0","0","4.0","0","0.0","0",NA,"152.6","0","133.0","","14","","",NA,"79.5","21.8","8201000"
"DEBERT","45.417","-63.467","NS","13.2","0",NA,"27.0","0","0.6","0","",,NA,"154.1","0",NA,"","10","",,NA,"151.5","6.7","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","15.3","0",NA,"24.3","0","5.9","0","",,NA,"96.7","2",NA,"","10","",,NA,"88.1","8.5","8201780"
"GREENWOOD A","44.983","-64.917","NS","15.0","0","0.5","27.1","0","2.7","0","0.0","0",NA,"187.1","0","195.0","0.0","12","",,NA,"111.9","23.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","14.9","4",NA,"26.2","4","4.5","4","0.0","4",NA,"122.3","4",NA,"","10","",,NA,"91.8","9.9","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","15.5","0",NA,"23.0","0","7.7","0","",,NA,"",,NA,"","","",,NA,"82.4","6.1","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","15.1","0",NA,"29.1","0","4.1","0","",,NA,"149.7","0",NA,"","14","",,NA,"102.1","14.9","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","14.0","3",NA,"25.6","3","2.0","1","",,NA,"172.0","2",NA,"","22","",,NA,"117.9","9.1","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","15.4","2",NA,"27.0","2","3.1","2","",,NA,"106.1","3",NA,"","10","",,NA,"96.6","22.4","8202810"
"LAKE MAJOR","44.717","-63.483","NS","15.5","3",NA,"27.5","3","5.0","3","0.0","3",NA,"153.8","3",NA,"0.0","13","","",NA,"77.3","10.3","8202896"
"LYONS BROOK","45.658","-62.797","NS","15.3","8","0.5","26.0","8","5.0","8","0.0","8",NA,"128.0","8",NA,"0.0","12","","",NA,"67.3","7.9","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","14.8","0","0.6","27.0","0","0.0","0","0.0","0",NA,"154.6","0","140.0","","13","","",NA,"109.6","13.3","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","14.3","0",NA,"25.2","0","2.1","0","",,NA,"145.2","0",NA,"","13","",,NA,"121.5","11.6","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","12.9","3",NA,"23.7","2","2.7","2","",,NA,"68.8","5",NA,"","11","",,NA,"144.3","6.1","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","13.8","2",NA,"27.5","2","0.3","0","",,NA,"139.7","0",NA,"","13","",,NA,"127.6","10.7","8204193"
"PARRSBORO","45.413","-64.347","NS","13.8","1",NA,"25.5","1","1.1","1","",,NA,"146.8","2",NA,"","9","",,NA,"129.6","7.2","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","14.9","4","0.3","25.5","4","3.5","4","0.0","4",NA,"110.3","4",NA,"0.0","10","","",NA,"89.1","7.3","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","14.3","3",NA,"26.7","3","2.8","3","",,NA,"101.8","3",NA,"","12","",,NA,"112.4","11.2","8204495"
"PUGWASH","45.843","-63.655","NS","12.7","25","-2.5","22.0","25","5.5","25","0.0","25",NA,"50.0","25",NA,"","4","","",NA,"26.3","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","16.9","3",NA,"22.3","3","6.3","0","",,NA,"37.0","1",NA,"","8","",,NA,"43.1","12.7","8204700"
"ST MARGARET'S BAY","44.700","-63.900","NS","15.9","3","1.7","26.5","2","3.0","2","0.0","2",NA,"148.6","2",NA,"0.0","12","","",NA,"70.0","13.1","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","14.9","4",NA,"22.4","4","9.6","0","",,NA,"",,NA,"","","",,NA,"83.2","2.3","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","15.6","2",NA,"26.7","2","5.6","1","",,NA,"134.1","2",NA,"","12","",,NA,"76.5","7.9","8205092"
"SYDNEY A","46.167","-60.048","NS","14.9","0","0.9","27.7","0","2.1","0","0.0","0",NA,"151.2","0","127.0","0.0","12","",,NA,"107.4","13.3","8205700"
"SYDNEY CS","46.163","-60.042","NS","14.9","0",NA,"28.3","0","1.7","0","",,NA,"134.6","0",NA,"","12","",,NA,"108.3","14.1","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","15.6","0",NA,"27.0","0","1.5","0","0.0","0",NA,"135.2","0",NA,"0.0","13","","",NA,"94.2","21.4","8205774"
"TRACADIE","45.608","-61.680","NS","15.6","0",NA,"27.1","0","7.0","0","",,NA,"139.7","0",NA,"","9","",,NA,"91.7","18.5","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","15.8","0","0.9","28.0","0","2.5","0","0.0","0",NA,"142.3","0","139.0","0.0","14","","",NA,"95.0","28.8","8206222"
"WESTERN HEAD","43.990","-64.664","NS","13.9","0",NA,"25.2","0","3.2","0","",,NA,"130.2","0",NA,"","9","",,NA,"123.1","1.1","8206240"
"YARMOUTH RCS","43.831","-66.088","NS","14.0","5",NA,"22.7","4","3.4","3","",,NA,"120.7","5",NA,"","9","",,NA,"102.6","2.2","8206491"
"YARMOUTH A","43.827","-66.088","NS","13.9","1",NA,"22.1","1","3.0","1","0.0","1",NA,"144.4","1",NA,"","8","",,NA,"119.4","1.7","8206495"
