"Environment and Climate Change Canada"
"Monthly Values for April - 2007"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ANNAPOLIS ROYAL","44.750","-65.517","NS","",,"","",,"",,"23.2","29",NA,"23.2","29",NA,"","1","","",NA,"","","8200100"
"BACCARO POINT","43.449","-65.471","NS","2.9","0",NA,"12.5","0","-2.5","0","",,NA,"",,NA,"0.0","","","",NA,"454.4","0.0","8200254"
"BADDECK BELL","46.100","-60.750","NS","2.5","1",NA,"23.0","1","-9.5","1","7.3","1",NA,"56.7","1",NA,"","10","","",NA,"450.4","0.0","8200301"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","2.2","0",NA,"13.9","0","-4.8","0","",,NA,"",,NA,"0.0","","",,NA,"472.6","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","5.1","1",NA,"13.6","1","-0.1","1","",,NA,"95.9","0",NA,"0.0","11","",,NA,"374.4","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","2.8","0",NA,"24.8","0","-6.6","0","",,NA,"54.5","0",NA,"0.0","10","",,NA,"456.3","0.0","8200774"
"CHETICAMP CS","46.645","-60.947","NS","2.4","0",NA,"21.1","0","-9.5","0","",,NA,"50.1","0",NA,"0.0","8","","",NA,"468.6","0.0","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","3.9","0","0.4","23.0","0","-8.5","0","13.0","0","101.0","31.4","0","33.0","0.0","7","","",NA,"423.4","0.0","8201000"
"DEBERT","45.417","-63.467","NS","2.7","0",NA,"18.6","0","-10.2","0","",,NA,"60.0","0",NA,"0.0","10","",,NA,"458.3","0.0","8201390"
"DEMING","45.216","-61.178","NS","2.1","0","-0.5","16.0","0","-6.5","0","1.0","0","10.0","128.4","0","93.0","0.0","11","","",NA,"477.7","0.0","8201410"
"GRAND ETANG","46.550","-61.050","NS","2.0","0",NA,"18.7","0","-9.3","0","",,NA,"",,NA,"0.0","","","",NA,"480.2","0.0","8201969"
"GREENWOOD A","44.983","-64.917","NS","3.3","0","-2.0","26.2","0","-7.2","0","36.6","0","242.0","82.3","0","99.0","0.0","11","",,NA,"440.1","0.0","8202000"
"HALIFAX STANFIELD INT'L A","44.883","-63.517","NS","3.2","0","-1.2","23.7","0","-7.8","0","38.0","0","238.0","109.5","0","96.0","0.0","11","",,NA,"444.4","0.0","8202250"
"HART ISLAND (AUT)","45.350","-60.983","NS","2.0","0",NA,"12.6","0","-4.5","0","",,NA,"",,NA,"0.0","","",,NA,"479.9","0.0","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","2.6","0",NA,"20.3","0","-7.1","0","",,NA,"144.3","0",NA,"0.0","14","",,NA,"461.5","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","3.7","0",NA,"24.3","0","-5.5","0","",,NA,"148.8","0",NA,"0.0","13","",,NA,"428.3","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","3.9","0",NA,"26.8","0","-6.4","0","",,NA,"91.1","0",NA,"0.0","10","",,NA,"423.9","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","5.5","14",NA,"22.0","14","-2.5","14","0.5","14",NA,"46.5","14",NA,"0.0","6","","",NA,"200.2","0.0","8202896"
"LUNENBURG","44.360","-64.296","NS","4.0","0",NA,"18.2","0","-3.1","0","",,NA,"",,NA,"0.0","","","",NA,"420.5","0.0","8203210"
"LYONS BROOK","45.658","-62.797","NS","2.3","4","-1.9","25.0","4","-30.0","4","31.0","4",NA,"59.5","4",NA,"","9","","",NA,"407.7","0.0","8203230"
"MALAY FALLS","44.983","-62.483","NS","3.0","0",NA,"21.2","0","-11.3","0","",,NA,"105.6","0",NA,"0.0","9","","",NA,"451.2","0.0","8203405"
"MCNABS ISLAND (AUT)","44.600","-63.533","NS","3.4","0",NA,"18.2","0","-4.5","0","",,NA,"",,NA,"0.0","","","",NA,"437.4","0.0","8203478"
"NAPPAN AUTO","45.760","-64.241","NS","2.8","0",NA,"19.4","0","-7.3","0","",,NA,"91.6","0",NA,"0.0","10","",,NA,"457.5","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","-3.5","18",NA,"10.1","12","-11.1","17","",,NA,"80.5","0",NA,"143.0","14","","",NA,"257.8","0.0","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","3.0","0",NA,"25.7","0","-11.1","0","",,NA,"54.4","0",NA,"0.0","9","",,NA,"449.4","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","2.6","0",NA,"17.1","0","-9.6","0","",,NA,"104.1","0",NA,"0.0","10","",,NA,"461.3","0.0","8204402"
"POINT ACONI","46.317","-60.333","NS","1.7","0",NA,"22.0","0","-6.7","0","17.0","0",NA,"74.2","0",NA,"0.0","10","","",NA,"487.6","0.0","8204456"
