"Environment and Climate Change Canada"
"Monthly Values for May - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","9.0","0",NA,"21.4","0","0.7","0","",,NA,"86.5","0",NA,"","9","",,NA,"279.0","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","7.7","0",NA,"16.0","0","2.1","0","",,NA,"",,NA,"","","",,NA,"320.2","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","9.7","0",NA,"18.1","0","3.5","0","",,NA,"83.0","0",NA,"","11","",,NA,"258.5","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","9.8","2",NA,"27.5","2","0.4","1","",,NA,"78.0","2",NA,"","8","",,NA,"238.9","1.6","8200774"
"CHARLESVILLE","43.583","-65.783","NS","",,"","",,"-2.0","4","0.0","4",NA,"0.0","4",NA,"","0","","",NA,"","","8200810"
"CHETICAMP CS","46.645","-60.947","NS","9.4","0",NA,"24.4","0","-2.2","0","",,NA,"117.4","0",NA,"","14","",,NA,"268.7","1.0","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","10.1","0","0.8","28.0","0","-6.0","0","0.0","0","0.0","0.0","0","0.0","","0","","",NA,"246.3","2.5","8201000"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","9.5","1",NA,"27.7","1","-7.2","0","",,NA,"106.0","7",NA,"","9","",,NA,"256.6","2.6","8201001"
"DEBERT","45.417","-63.467","NS","10.3","1",NA,"24.7","1","-4.3","0","",,NA,"70.8","1",NA,"","10","",,NA,"231.0","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","9.8","2",NA,"26.1","2","-0.8","0","",,NA,"128.2","2",NA,"","11","",,NA,"239.2","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","12.0","0","0.8","28.4","0","-2.8","0","0.0","0","0.0","86.4","0","102.0","0.0","13","",,NA,"189.9","3.8","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","10.7","0",NA,"26.3","0","0.0","0","0.0","0",NA,"100.1","0",NA,"","14","",,NA,"228.1","1.6","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","8.5","0",NA,"25.6","0","0.9","0","",,NA,"",,NA,"","","",,NA,"294.1","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","7.8","1",NA,"27.2","1","-2.0","0","",,NA,"167.9","1",NA,"","14","",,NA,"307.1","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","11.5","0",NA,"26.3","0","-2.3","0","",,NA,"87.4","0",NA,"","11","",,NA,"201.9","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","11.3","0",NA,"27.9","0","-2.6","0","",,NA,"85.1","0",NA,"","13","",,NA,"212.4","4.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","10.6","9",NA,"23.0","9","-2.0","9","0.0","9",NA,"63.0","9",NA,"0.0","9","","",NA,"161.9","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","12.1","6","2.0","28.5","5","-3.5","6","0.0","3",NA,"92.0","3",NA,"0.0","12","","",NA,"150.7","4.3","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","11.0","0","1.1","28.0","0","-4.0","0","0.0","0","0.0","101.0","0","96.0","","11","","",NA,"218.8","1.3","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","10.4","0",NA,"25.9","0","-3.2","0","",,NA,"70.6","0",NA,"","11","",,NA,"235.9","0.7","8203702"
