"Environment and Climate Change Canada"
"Monthly Values for April - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","4.6","1",NA,"13.3","1","-7.8","0","",,NA,"114.1","1",NA,"","11","",,NA,"389.6","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","3.0","0",NA,"14.9","0","-8.1","0","",,NA,"",,NA,"","","",,NA,"451.2","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","4.9","1",NA,"16.5","1","-6.4","0","",,NA,"76.6","1",NA,"","9","",,NA,"380.6","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","2.9","0",NA,"17.0","0","-8.5","0","",,NA,"76.1","1",NA,"","10","",,NA,"452.9","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","",,"","",,"-10.5","3","0.0","3",NA,"0.0","3",NA,"","0","","",NA,"","","8200810"
"CHETICAMP CS","46.645","-60.947","NS","1.8","1",NA,"18.9","1","-11.6","0","",,NA,"105.0","1",NA,"0.0","14","",,NA,"469.0","0.0","8200827"
"COLLEGEVILLE","45.483","-62.017","NS","2.7","0","-0.7","19.0","0","-13.0","0","0.0","0","0.0","0.0","0","0.0","","0","","",NA,"457.6","0.0","8201000"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","2.3","1",NA,"18.5","1","-13.4","0","",,NA,"122.4","3",NA,"1.0","11","",,NA,"455.2","0.0","8201001"
"DEBERT","45.417","-63.467","NS","3.1","1",NA,"20.2","1","-12.2","0","",,NA,"65.0","1",NA,"","11","",,NA,"432.7","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","3.5","1",NA,"17.5","1","-10.9","0","",,NA,"149.8","1",NA,"","13","",,NA,"421.4","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","5.0","0","-0.4","21.9","0","-7.9","0","4.8","0","32.0","76.4","0","92.0","0.0","8","",,NA,"391.1","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","3.6","0",NA,"20.4","0","-9.8","0","35.8","0",NA,"159.5","0",NA,"","13","",,NA,"432.0","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","2.7","5",NA,"11.0","5","-7.7","4","",,NA,"",,NA,"","","",,NA,"383.7","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","2.3","0",NA,"19.1","0","-12.4","0","",,NA,"127.6","0",NA,"","12","",,NA,"470.3","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","4.7","0",NA,"24.1","0","-10.6","0","",,NA,"109.9","0",NA,"","11","",,NA,"400.5","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","4.6","1",NA,"21.4","1","-8.4","0","",,NA,"66.2","2",NA,"","9","",,NA,"389.1","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","4.2","5",NA,"21.0","5","-9.0","5","19.0","5",NA,"160.0","5",NA,"0.0","12","","",NA,"344.7","0.0","8202896"
"LYONS BROOK","45.658","-62.797","NS","4.2","3","0.1","21.0","3","-11.0","3","21.6","3",NA,"73.4","3",NA,"0.0","10","","",NA,"371.7","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","4.1","0","-0.3","20.5","0","-12.0","0","27.0","0","285.0","145.2","0","133.0","","13","","",NA,"417.5","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","3.5","1",NA,"20.4","1","-9.5","1","",,NA,"66.0","1",NA,"","9","",,NA,"421.3","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"125.0","0",NA,"25.0","15","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","3.1","1",NA,"20.4","1","-12.8","0","",,NA,"113.9","1",NA,"","12","",,NA,"433.1","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","3.4","1",NA,"19.3","1","-10.6","0","",,NA,"67.1","1",NA,"","9","",,NA,"422.0","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","3.4","12","-0.7","21.0","12","-10.0","12","19.6","12",NA,"101.8","12",NA,"","12","","",NA,"262.8","0.0","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","2.6","2",NA,"14.8","1","-10.3","1","",,NA,"128.2","1",NA,"","12","",,NA,"431.4","0.0","8204495"
"SABLE ISLAND","43.932","-60.009","NS","4.3","0",NA,"10.7","0","-5.4","0","",,NA,"97.5","1",NA,"","11","",,NA,"410.5","0.0","8204700"
"SABLE ISLAND A","43.946","-59.960","NS","5.2","18",NA,"10.4","18","-0.7","17","",,NA,"114.6","15",NA,"","7","",,NA,"154.1","0.0","8204703"
"ST MARGARET'S BAY","44.700","-63.900","NS","4.1","2","-0.3","22.0","1","-11.0","1","23.6","1",NA,"135.8","1",NA,"0.0","10","","",NA,"390.5","0.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","0.4","3",NA,"12.2","1","-7.8","2","",,NA,"",,NA,"","","",,NA,"475.2","0.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","4.2","1",NA,"21.6","1","-8.5","0","",,NA,"145.7","1",NA,"0.0","14","",,NA,"401.2","0.0","8205092"
"SYDNEY A","46.161","-60.048","NS","2.1","0",NA,"13.0","0","-11.7","0","6.8","0",NA,"147.5","1",NA,"","13","",,NA,"478.0","0.0","8205701"
"SYDNEY CS","46.163","-60.042","NS","2.1","0",NA,"13.2","0","-11.5","0","",,NA,"140.2","0",NA,"0.0","12","",,NA,"476.3","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","3.4","0",NA,"21.5","0","-10.5","0","6.4","0",NA,"52.8","0",NA,"0.0","10","","",NA,"438.3","0.0","8205774"
