"Environment and Climate Change Canada"
"Monthly Values for May - 2010"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","9.4","0",NA,"18.9","0","2.2","0","",,NA,"52.0","0",NA,"","5","",,NA,"265.5","0.0","8200255"
"BADDECK BELL","46.100","-60.750","NS","10.0","0",NA,"28.0","0","0.0","0","0.0","0",NA,"52.8","0",NA,"0.0","13","","",NA,"253.3","4.1","8200301"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","8.4","2",NA,"19.5","1","3.1","1","",,NA,"",,NA,"","","",,NA,"279.8","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","11.8","0",NA,"20.0","0","5.3","0","",,NA,"34.5","0",NA,"","6","",,NA,"191.5","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","10.2","0",NA,"27.1","0","2.5","0","",,NA,"28.5","0",NA,"","9","",,NA,"242.5","1.3","8200774"
"CHETICAMP CS","46.645","-60.947","NS","8.8","0",NA,"24.9","0","0.1","0","",,NA,"62.0","1",NA,"","15","",,NA,"287.0","1.4","8200827"
"DEBERT","45.417","-63.467","NS","9.8","0",NA,"24.0","0","-1.7","0","",,NA,"34.2","0",NA,"","11","",,NA,"253.7","0.0","8201390"
"GREENWOOD A","44.983","-64.917","NS","12.7","0","1.5","29.5","0","-0.9","0","0.0","0","0.0","20.5","0","24.0","0.0","7","",,NA,"170.0","5.2","8202000"
"HALIFAX STANFIELD INT'L A","44.880","-63.500","NS","11.1","0","1.1","29.6","0","2.1","0","0.0","0","0.0","48.0","0","43.0","0.0","5","",,NA,"215.9","2.7","8202250"
"HART ISLAND (AUT)","45.350","-60.983","NS","8.4","0",NA,"24.4","0","2.2","0","",,NA,"",,NA,"","","",,NA,"298.2","0.0","8202318"
"INGONISH BEACH CS","46.667","-60.400","NS","8.8","0",NA,"26.1","0","-1.5","0","",,NA,"50.8","0",NA,"","7","",,NA,"286.5","2.7","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","11.9","0",NA,"29.3","0","0.1","0","",,NA,"54.5","0",NA,"","9","",,NA,"193.4","4.6","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","12.4","0",NA,"28.5","0","0.6","0","",,NA,"26.7","0",NA,"","10","",,NA,"178.3","3.4","8202810"
"LAKE MAJOR","44.717","-63.483","NS","11.4","9",NA,"25.0","9","1.0","9","0.0","9",NA,"70.2","9",NA,"0.0","10","","",NA,"145.1","0.3","8202896"
"LIVERPOOL BIG FALLS","44.133","-64.933","NS","12.8","8","1.8","26.8","8","-0.5","6","0.0","8",NA,"36.6","8",NA,"","4","","",NA,"124.2","4.7","8203100"
"LYONS BROOK","45.658","-62.797","NS","10.8","4","0.6","28.5","3","0.5","4","0.0","1",NA,"51.0","1",NA,"0.0","12","","",NA,"197.2","2.6","8203230"
"NAPPAN AUTO","45.760","-64.241","NS","10.8","0",NA,"24.7","0","-1.0","0","",,NA,"24.4","0",NA,"","6","",,NA,"223.0","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","5.5","0",NA,"21.6","0","-1.4","0","3.0","28",NA,"118.3","0",NA,"","19","",,NA,"387.8","0.0","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","9.6","0",NA,"28.6","0","-3.3","0","",,NA,"63.3","0",NA,"","10","",,NA,"261.4","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","9.6","0",NA,"21.5","0","-1.7","0","",,NA,"30.6","0",NA,"","7","",,NA,"259.1","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","11.2","6","1.3","30.0","6","1.0","6","0.0","6",NA,"43.2","6",NA,"0.0","8","","",NA,"172.2","2.3","8204453"
"POINT ACONI","46.317","-60.333","NS","9.1","0",NA,"28.0","0","-2.2","0","0.0","0",NA,"33.6","0",NA,"0.0","8","","",NA,"279.9","2.8","8204456"
"PUGWASH","45.843","-63.655","NS","10.5","20","-0.1","24.0","20","1.0","20","0.0","20",NA,"0.0","20",NA,"0.0","0","","",NA,"82.5","0.0","8204525"
"SABLE ISLAND","43.932","-60.009","NS","8.4","1",NA,"14.3","1","-0.1","0","",,NA,"9.0","12",NA,"","5","",,NA,"288.6","0.0","8204700"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","5.7","0",NA,"14.9","0","0.6","0","",,NA,"",,NA,"","","",,NA,"380.2","0.0","8204909"
"SHEARWATER AUTO","44.636","-63.507","NS","11.1","0",NA,"28.3","0","2.9","0","",,NA,"61.9","0",NA,"","6","",,NA,"215.3","1.5","8205091"
"SHEARWATER RCS","44.630","-63.513","NS","11.2","0",NA,"28.2","0","2.9","0","",,NA,"61.5","0",NA,"","8","",,NA,"211.8","1.5","8205092"
"SYDNEY A","46.167","-60.048","NS","8.2","0","0.3","25.3","0","-1.2","0","0.0","0","0.0","55.5","0","54.0","0.0","12","",,NA,"302.9","0.0","8205700"
"SYDNEY CS","46.163","-60.042","NS","8.2","0",NA,"26.1","0","-2.2","0","",,NA,"47.3","0",NA,"","12","",,NA,"302.9","0.0","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","11.0","0",NA,"28.0","0","-1.0","0","0.0","0",NA,"42.0","0",NA,"0.0","14","","",NA,"221.7","3.3","8205774"
"TRACADIE","45.608","-61.680","NS","8.9","0",NA,"26.9","0","-0.7","0","",,NA,"48.6","0",NA,"","11","",,NA,"282.1","1.2","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","12.6","0","1.5","28.5","0","-1.0","0","0.0","0","0.0","34.4","0","35.0","0.0","13","","",NA,"169.7","3.8","8206222"
"WESTERN HEAD","43.990","-64.664","NS","11.1","2",NA,"27.8","2","0.9","1","",,NA,"47.2","0",NA,"","6","",,NA,"201.2","0.6","8206240"
"YARMOUTH A","43.831","-66.089","NS","10.7","0","1.0","23.5","0","2.3","0","0.0","0","0.0","55.8","0","55.0","0.0","6","",,NA,"226.6","0.0","8206500"
