"Environment and Climate Change Canada"
"Monthly Values for February - 2013"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BACCARO PT","43.451","-65.472","NS","-0.8","0",NA,"6.2","0","-14.4","0","",,NA,"92.8","0",NA,"","13","",,NA,"527.5","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","-2.3","0",NA,"6.8","0","-18.1","0","",,NA,"",,NA,"","","",,NA,"568.8","0.0","8200558"
"BERWICK","45.083","-64.733","NS","-5.0","10",NA,"9.0","10","-26.0","9","20.5","10",NA,"20.5","10",NA,"","1","","",NA,"414.5","0.0","8200578"
"BRIDGEWATER","44.400","-64.550","NS","-3.2","1","1.1","8.0","1","-22.0","1","45.7","1",NA,"91.9","1",NA,"","10","","",NA,"572.0","0.0","8200600"
"BRIER ISLAND","44.286","-66.347","NS","-1.0","0",NA,"8.9","0","-12.4","0","",,NA,"50.8","0",NA,"4.0","11","",,NA,"531.9","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","-4.8","0",NA,"5.9","0","-22.1","0","",,NA,"85.2","0",NA,"17.0","10","",,NA,"637.0","0.0","8200774"
"CHARLESVILLE","43.583","-65.783","NS","-1.3","6","0.4","9.0","6","-16.0","6","0.0","6",NA,"0.0","6",NA,"","0","","",NA,"425.0","0.0","8200810"
"CHETICAMP CS","46.645","-60.947","NS","-4.0","0",NA,"9.4","0","-17.2","0","",,NA,"132.1","0",NA,"50.0","11","",,NA,"616.3","0.0","8200827"
"CHETICAMP SNOW","46.633","-60.950","NS","",,NA,"",,"",,"49.9","1",NA,"133.4","1",NA,"19.0","14","","",NA,"","","8200830"
"COLLEGEVILLE","45.483","-62.017","NS","-4.0","0","2.1","6.0","0","-25.0","0","90.2","0","212.0","90.2","0","103.0","","10","","",NA,"615.3","0.0","8201000"
"DEBERT","45.417","-63.467","NS","-5.8","0",NA,"6.1","0","-28.1","0","",,NA,"79.5","1",NA,"26.0","14","",,NA,"666.6","0.0","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","-3.5","0",NA,"6.7","0","-17.8","0","",,NA,"179.3","1",NA,"20.0","10","",,NA,"602.8","0.0","8201780"
"GREENWOOD A","44.983","-64.917","NS","-4.4","0","0.5","8.1","0","-23.7","0","85.3","0","161.0","81.4","0","96.0","8.0","12","",,NA,"625.8","0.0","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","-4.6","2",NA,"5.8","2","-22.5","2","63.9","2",NA,"110.1","2",NA,"3.0","10","",,NA,"587.5","0.0","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","-2.5","0",NA,"6.9","0","-16.0","0","",,NA,"",,NA,"","","",,NA,"573.4","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","-4.3","0",NA,"8.0","0","-17.6","0","",,NA,"255.4","0",NA,"59.0","13","",,NA,"623.8","0.0","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","-3.8","0",NA,"8.3","0","-21.4","0","",,NA,"105.6","7",NA,"21.0","13","",,NA,"610.4","0.0","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","-4.2","0",NA,"9.2","0","-23.0","0","",,NA,"99.7","0",NA,"14.0","14","",,NA,"621.7","0.0","8202810"
"LAKE MAJOR","44.717","-63.483","NS","-4.6","10",NA,"7.0","10","-23.0","10","36.0","10",NA,"104.7","10",NA,"","7","","",NA,"407.3","0.0","8202896"
"LR.SACKVILLE/BEDFORD SNOW","44.756","-63.659","NS","",,NA,"",,"",,"13.0","23",NA,"13.0","23",NA,"","4","","",NA,"","","8203171"
"LYONS BROOK","45.658","-62.797","NS","-4.6","3","1.3","8.0","3","-22.5","3","60.0","3",NA,"94.0","2",NA,"26.0","10","","",NA,"563.9","0.0","8203230"
"MIDDLE MUSQUODOBOIT","45.067","-63.100","NS","-3.8","0","1.5","8.5","0","-25.5","0","76.0","0","184.0","129.2","0","129.0","","12","","",NA,"609.4","0.0","8203535"
"NAPPAN AUTO","45.760","-64.241","NS","-5.7","0",NA,"7.1","0","-25.7","0","",,NA,"92.9","0",NA,"36.0","18","",,NA,"664.5","0.0","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","-9.2","14",NA,"4.3","12","-21.1","9","",,NA,"68.3","17",NA,"","4","",,NA,"380.9","0.0","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","-5.1","0",NA,"7.6","0","-29.2","0","",,NA,"80.9","0",NA,"5.0","12","",,NA,"645.6","0.0","8204193"
"PARRSBORO","45.413","-64.347","NS","-5.3","0",NA,"5.9","0","-25.3","0","",,NA,"80.5","1",NA,"8.0","11","",,NA,"653.4","0.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","-2.9","18","2.2","5.0","18","-13.0","18","8.0","18",NA,"17.0","18",NA,"10.0","1","","",NA,"209.2","0.0","8204453"
"POINT ACONI","46.317","-60.333","NS","-4.7","0",NA,"5.7","0","-20.3","0","118.0","0",NA,"208.8","0",NA,"","12","","",NA,"635.2","0.0","8204456"
"PORT HAWKESBURY","45.657","-61.368","NS","-5.0","3",NA,"5.9","2","-18.7","3","",,NA,"72.0","13",NA,"","3","",,NA,"575.0","0.0","8204495"
